File,Frame,X,Y,Z
-,1211,-79.642067,-25.637941,-18.839664
-,1212,-80.027939,-25.631903,-18.848246
-,1213,-79.545303,-25.866713,-17.328009
-,1214,-78.125381,-26.113674,-14.230965
-,1215,-76.371986,-26.55554,-11.671139
-,1216,-73.865768,-26.826473,-9.245566
-,1217,-71.887794,-26.106861,-6.733526
-,1218,-72.05619,-24.119984,-6.400979
-,1219,-73.460281,-20.775139,-7.939197
-,1220,-74.665085,-17.205418,-9.469095
-,1221,-75.616821,-15.688606,-10.040821
-,1222,-76.879143,-15.383722,-9.975159
-,1223,-77.893684,-15.731728,-9.821331
-,1224,-79.026276,-16.732077,-9.477649
-,1225,-79.808441,-17.687948,-9.048241
-,1226,-80.489853,-18.484745,-8.578271
-,1227,-81.038666,-18.915319,-8.497874
-,1228,-81.670441,-18.7082,-8.449767
-,1229,-82.388603,-18.011812,-8.612152
-,1230,-82.785179,-17.339392,-8.624121
-,1231,-83.202362,-16.562071,-8.446536
-,1232,-83.61779,-15.777278,-8.626902
-,1233,-84.161591,-15.111973,-8.736126
-,1234,-84.544014,-15.246152,-9.018725
-,1235,-85.007545,-15.958368,-8.837312
-,1236,-85.221237,-16.476114,-8.748984
-,1237,-85.543411,-16.76195,-8.640663
-,1238,-85.717674,-16.989546,-8.727493
-,1239,-85.987404,-16.756701,-8.866074
-,1240,-86.320335,-16.459089,-9.094824
-,1241,-86.679504,-16.083946,-9.231448
-,1242,-86.849304,-15.957925,-9.130821
-,1243,-87.090225,-15.996428,-9.203453
-,1244,-87.26506,-16.356335,-9.220164
-,1245,-87.337135,-16.465721,-9.068622
-,1246,-87.585068,-16.513798,-9.367449
-,1247,-87.575882,-16.847399,-9.168465
-,1248,-87.636696,-17.009523,-9.414972
-,1249,-87.852776,-17.141737,-9.602683
-,1250,-88.018837,-17.23344,-9.787938
-,1251,-87.897949,-17.257374,-9.903077
-,1252,-88.004684,-17.415833,-10.004735
-,1253,-87.992332,-17.558727,-10.251881
-,1254,-88.014763,-17.677292,-10.459414
-,1255,-87.952072,-18.11438,-10.574018
-,1256,-87.930801,-18.517742,-10.794655
-,1257,-87.988731,-18.779968,-11.041371
-,1258,-87.928787,-19.100119,-11.333356
-,1259,-88.248123,-19.124193,-12.002149
-,1260,-88.009369,-19.568842,-12.3241
-,1261,-87.952728,-19.82078,-12.717087
-,1262,-87.819725,-19.964033,-13.163027
-,1263,-87.659927,-20.4039,-13.691283
-,1264,-87.53894,-20.790413,-14.204403
-,1265,-87.139305,-21.243811,-14.792228
-,1266,-86.72422,-21.79583,-15.309917
-,1267,-85.776222,-22.451128,-15.93545
-,1268,-84.341194,-23.380527,-16.638062
-,1269,-82.26976,-25.026283,-17.173641
-,1270,-79.258499,-28.16198,-17.389961
-,1271,-75.15123,-32.433823,-16.280313
-,1272,-69.419548,-37.049435,-12.311972
-,1273,-62.894802,-40.427868,-6.867957
-,1274,-56.902714,-40.389336,-2.127657
-,1275,-52.084026,-37.619564,1.018786
-,1276,-47.766739,-34.066936,3.445935
-,1277,-44.922375,-30.017509,4.728594
-,1278,-43.144794,-25.98823,4.34474
-,1279,-42.114647,-22.290651,3.226338
-,1280,-43.193985,-19.610029,-0.097115
-,1281,-45.762604,-17.929991,-3.264872
-,1282,-49.406502,-16.827824,-4.941432
-,1283,-53.058823,-16.856867,-5.15412
-,1284,-56.502251,-17.741264,-5.072642
-,1285,-59.106197,-18.99115,-4.513237
-,1286,-60.993507,-20.41107,-4.391604
-,1287,-62.615917,-22.282959,-4.945465
-,1288,-63.63063,-24.023588,-5.652807
-,1289,-64.670837,-25.715822,-6.68748
-,1290,-65.538452,-27.335245,-7.516857
-,1291,-66.245964,-28.423933,-7.664546
-,1292,-67.342697,-29.481703,-7.791208
-,1293,-68.35141,-30.116831,-7.851559
-,1294,-69.381889,-30.393854,-8.035313
-,1295,-70.650887,-30.549692,-8.746696
-,1296,-72.053299,-30.19029,-9.833702
-,1297,-73.126244,-29.699162,-10.654888
-,1298,-73.977081,-28.725525,-11.854793
-,1299,-74.718391,-27.41371,-12.482256
-,1300,-75.324104,-25.785334,-12.605093
-,1301,-75.821449,-24.187923,-12.643322
-,1302,-76.206184,-23.102158,-12.785027
-,1303,-76.62188,-22.483177,-13.272692
-,1304,-77.188667,-22.32513,-14.030622
-,1305,-77.532944,-22.935616,-14.834012
-,1306,-77.681976,-23.882,-15.763931
-,1307,-77.744667,-25.098366,-16.255642
-,1308,-78.06012,-26.337133,-16.598099
-,1309,-78.219879,-27.307751,-16.685976
-,1310,-78.412178,-28.086658,-16.403948
-,1311,-78.667412,-28.610374,-16.702976
-,1312,-78.863739,-28.905617,-17.097422
-,1313,-78.981895,-28.948282,-17.406544
-,1314,-79.054932,-28.654007,-17.681139
-,1315,-79.416046,-28.247465,-18.280649
-,1316,-79.746384,-27.557297,-18.804678
-,1317,-80.155128,-27.02158,-19.389704
-,1318,-80.475044,-26.562645,-19.759548
-,1319,-80.904045,-26.308611,-20.006159
-,1320,-81.249016,-26.345478,-19.779388
-,1321,-81.757004,-26.148735,-19.181141
-,1322,-82.431717,-25.994411,-18.643696
-,1323,-83.045761,-25.442135,-18.052879
-,1324,-82.193626,-24.626873,-15.689059
-,1325,-81.056206,-24.62237,-13.388146
-,1326,-78.161621,-25.387064,-10.978089
-,1327,-73.806175,-25.804169,-8.089254
-,1328,-70.820999,-23.100782,-7.403029
-,1329,-69.316391,-19.504784,-7.741658
-,1330,-69.64109,-18.508186,-7.128117
-,1331,-70.678017,-18.477118,-6.540742
-,1332,-71.572571,-18.276848,-6.222459
-,1333,-72.725487,-19.17794,-6.054694
-,1334,-73.793144,-19.606068,-5.946282
-,1335,-74.669067,-19.640842,-6.218894
-,1336,-75.369102,-19.119282,-6.348796
-,1337,-76.130424,-18.659203,-6.371892
-,1338,-76.744675,-17.952597,-6.502255
-,1339,-77.25618,-17.62327,-6.646606
-,1340,-77.710976,-17.395292,-6.787306
-,1341,-78.14975,-17.399755,-6.831148
-,1342,-78.606155,-17.471403,-6.894056
-,1343,-78.947037,-17.24658,-6.958691
-,1344,-79.207993,-17.009621,-6.901639
-,1345,-79.555626,-16.485146,-6.97143
-,1346,-79.812141,-16.440346,-7.131172
-,1347,-80.037827,-16.564703,-7.186623
-,1348,-80.266754,-16.680483,-7.208094
-,1349,-80.457634,-16.782299,-7.19459
-,1350,-80.739372,-17.008753,-7.206987
-,1351,-80.966164,-17.103659,-7.250543
-,1352,-81.068169,-17.442146,-7.144342
-,1353,-81.317207,-17.751301,-7.047566
-,1354,-81.691475,-18.015602,-6.988247
-,1355,-81.981415,-18.254923,-6.835673
-,1356,-82.101318,-18.282801,-6.714327
-,1357,-82.152397,-18.297258,-6.732953
-,1358,-82.45549,-18.182049,-6.895445
-,1359,-82.808731,-18.318079,-7.102162
-,1360,-83.192688,-18.580328,-7.153835
-,1361,-83.690559,-18.663582,-7.235172
-,1362,-84.007225,-18.965794,-7.348046
-,1363,-84.401947,-19.372374,-7.639689
-,1364,-84.955627,-19.61776,-7.891408
-,1365,-85.274063,-19.686703,-8.016341
-,1366,-85.950256,-19.930338,-8.209175
-,1367,-86.529465,-20.174074,-8.532565
-,1368,-87.138397,-20.049824,-8.740431
-,1369,-87.680748,-20.297806,-9.105216
-,1370,-88.455406,-20.533598,-9.505734
-,1371,-89.033485,-20.623283,-9.978875
-,1372,-89.58316,-20.763134,-10.489614
-,1373,-90.045959,-21.174171,-10.967502
-,1374,-90.526772,-21.384827,-11.494036
-,1375,-90.808594,-21.904453,-12.12314
-,1376,-91.187515,-22.130322,-12.837281
-,1377,-91.410393,-22.484129,-13.594978
-,1378,-91.415436,-22.931406,-14.43074
-,1379,-91.565208,-23.264395,-15.264334
-,1380,-91.275826,-23.873774,-16.10998
-,1381,-90.874496,-24.632605,-16.987246
-,1382,-89.907906,-25.693911,-17.676023
-,1383,-88.480171,-26.73315,-18.216015
-,1384,-86.188782,-28.744431,-18.19924
-,1385,-82.867645,-31.173384,-17.449373
-,1386,-78.266716,-34.284286,-15.560626
-,1387,-72.259506,-37.475319,-11.761306
-,1388,-65.567871,-39.711918,-7.016072
-,1389,-59.40247,-40.061916,-2.363029
-,1390,-54.277588,-37.987827,0.850158
-,1391,-50.065857,-34.657417,2.263692
-,1392,-47.429298,-31.134493,2.125374
-,1393,-46.231312,-27.777851,0.840033
-,1394,-46.014141,-24.984558,-2.258167
-,1395,-47.967644,-23.187157,-5.415476
-,1396,-51.054661,-21.694994,-7.310964
-,1397,-54.041538,-21.330688,-7.52322
-,1398,-57.019997,-21.53347,-6.4125
-,1399,-59.343384,-22.093344,-4.8115
-,1400,-61.068668,-22.524948,-3.807245
-,1401,-62.360378,-22.48189,-3.364161
-,1402,-64.005348,-22.190948,-4.101662
-,1403,-65.61364,-21.336874,-5.057828
-,1404,-67.16217,-20.470985,-5.451431
-,1405,-68.601524,-19.488523,-4.958755
-,1406,-69.926086,-18.593744,-4.118896
-,1407,-71.507599,-18.125668,-3.747355
-,1408,-72.999924,-17.831017,-3.772242
-,1409,-74.309418,-17.669031,-3.460987
-,1410,-75.221779,-18.044912,-3.49675
-,1411,-76.047134,-18.632242,-3.695057
-,1412,-76.581703,-19.568161,-4.194114
-,1413,-76.973503,-20.550032,-4.345378
-,1414,-77.280449,-21.456043,-4.541869
-,1415,-77.842911,-21.991423,-4.88606
-,1416,-78.286285,-22.334896,-5.375451
-,1417,-78.899796,-21.960165,-6.458395
-,1418,-79.109413,-21.79236,-7.235219
-,1419,-79.402771,-21.432793,-8.348202
-,1420,-79.868111,-20.983717,-9.564846
-,1421,-80.216805,-20.986839,-10.738652
-,1422,-80.919579,-21.464209,-11.982357
-,1423,-81.485588,-22.864901,-13.195747
-,1424,-82.024635,-24.493683,-14.585574
-,1425,-82.158897,-26.349119,-15.778732
-,1426,-82.552689,-27.946821,-16.959497
-,1427,-82.788368,-29.393942,-17.940996
-,1428,-83.173264,-29.907627,-18.637646
-,1429,-83.341141,-29.924828,-18.814802
-,1430,-83.239273,-29.509764,-19.554983
-,1431,-83.451942,-28.611115,-19.941389
-,1432,-83.823174,-27.727623,-20.587837
-,1433,-84.233055,-27.140074,-20.866156
-,1434,-84.680382,-26.492584,-21.003513
-,1435,-84.380432,-26.376398,-19.798307
-,1436,-82.50679,-26.52475,-15.57056
-,1437,-80.061516,-28.320555,-12.426539
-,1438,-76.862534,-30.634071,-9.816718
-,1439,-74.420204,-31.147715,-7.833768
-,1440,-72.940666,-28.040745,-7.748721
-,1441,-72.248169,-23.567986,-8.382524
-,1442,-72.192947,-20.598719,-7.882413
-,1443,-73.355385,-17.879349,-8.295379
-,1444,-75.068512,-15.187148,-9.197782
-,1445,-76.302727,-14.66824,-9.43239
-,1446,-77.147018,-15.665085,-9.439921
-,1447,-77.927124,-16.385649,-9.010816
-,1448,-78.34108,-17.176586,-8.220072
-,1449,-78.727531,-18.137295,-7.496121
-,1450,-78.997734,-19.033693,-7.12958
-,1451,-79.401871,-19.382353,-7.151078
-,1452,-79.801239,-19.32444,-7.192643
-,1453,-80.018959,-18.785721,-7.034243
-,1454,-80.331032,-17.771809,-6.981158
-,1455,-80.546204,-16.753853,-7.092606
-,1456,-80.94487,-15.261479,-7.410327
-,1457,-81.269447,-14.287344,-7.740019
-,1458,-81.615097,-14.380105,-7.763554
-,1459,-81.708603,-15.284913,-7.534852
-,1460,-81.900833,-16.277887,-7.243435
-,1461,-82.224083,-17.065666,-6.965763
-,1462,-82.35791,-17.621759,-6.954875
-,1463,-82.675018,-17.687588,-6.907304
-,1464,-82.868607,-17.60136,-7.021454
-,1465,-83.074432,-17.251108,-7.135441
-,1466,-83.355614,-17.054756,-7.249865
-,1467,-83.61631,-17.12178,-7.268474
-,1468,-83.799728,-17.109535,-7.500901
-,1469,-83.954094,-17.652048,-7.418901
-,1470,-84.295212,-17.892862,-7.526275
-,1471,-84.66935,-18.287682,-7.581861
-,1472,-84.939568,-18.866631,-7.674274
-,1473,-85.056496,-19.135115,-7.789067
-,1474,-85.298798,-19.44766,-7.816003
-,1475,-85.492912,-19.41399,-7.990245
-,1476,-85.818497,-19.414583,-8.110294
-,1477,-86.08625,-19.59794,-8.280679
-,1478,-86.501488,-19.610563,-8.581867
-,1479,-86.748169,-19.878132,-8.771401
-,1480,-87.054214,-20.23876,-9.177335
-,1481,-87.4188,-20.381699,-9.377896
-,1482,-87.648972,-20.517519,-9.74105
-,1483,-88.113625,-20.740736,-10.098985
-,1484,-88.258293,-20.87487,-10.678364
-,1485,-88.464241,-21.064695,-11.065967
-,1486,-88.697464,-21.283754,-11.599542
-,1487,-88.872421,-21.630497,-12.427008
-,1488,-89.01741,-21.816401,-13.031424
-,1489,-89.037415,-22.133152,-13.608296
-,1490,-89.095299,-22.810007,-14.745009
-,1491,-89.023636,-23.435333,-15.534768
-,1492,-88.680367,-24.241613,-16.257086
-,1493,-88.017677,-25.285994,-16.870378
-,1494,-86.951416,-26.395132,-17.256073
-,1495,-85.239891,-27.883127,-17.258245
-,1496,-82.987091,-29.826767,-17.045422
-,1497,-79.660995,-32.008591,-15.872627
-,1498,-75.326042,-34.435711,-13.569219
-,1499,-70.181656,-36.259922,-10.223829
-,1500,-64.845253,-37.11348,-6.59039
-,1501,-60.250698,-36.522129,-4.241301
-,1502,-55.793758,-34.579983,-2.407665
-,1503,-52.1959,-32.010174,-2.302485
-,1504,-49.921318,-29.013639,-3.362871
-,1505,-49.750668,-26.185997,-5.237952
-,1506,-52.67654,-24.905504,-7.878855
-,1507,-57.011208,-24.123589,-9.400758
-,1508,-60.656902,-24.121161,-9.979974
-,1509,-63.080002,-24.630264,-9.97331
-,1510,-65.005089,-25.108683,-9.67324
-,1511,-66.212578,-25.346874,-9.156974
-,1512,-67.548569,-25.313522,-8.255751
-,1513,-69.226074,-24.759834,-7.519938
-,1514,-70.945145,-24.626074,-7.119959
-,1515,-72.772514,-24.093592,-6.396161
-,1516,-74.280296,-23.725534,-6.373988
-,1517,-75.834648,-23.053337,-6.409679
-,1518,-77.194397,-23.052731,-6.819776
-,1519,-78.580597,-22.820513,-6.970631
-,1520,-79.571388,-23.166563,-7.02675
-,1521,-80.025688,-23.922106,-7.007742
-,1522,-80.398598,-24.616177,-7.607405
-,1523,-80.891068,-24.966448,-7.944197
-,1524,-81.651695,-25.122139,-8.502622
-,1525,-82.208702,-25.089497,-8.884071
-,1526,-82.769867,-24.757099,-9.586928
-,1527,-83.267807,-24.405029,-10.109069
-,1528,-83.570427,-23.867191,-10.370538
-,1529,-83.551414,-23.553053,-10.708823
-,1530,-83.528854,-23.155546,-11.081541
-,1531,-83.289078,-22.728262,-11.40623
-,1532,-83.0896,-22.401871,-11.78018
-,1533,-82.848732,-22.407087,-12.341139
-,1534,-82.656982,-22.781534,-12.941655
-,1535,-82.150017,-23.429853,-13.614585
-,1536,-81.680435,-24.346903,-13.977748
-,1537,-81.510353,-25.049057,-14.666512
-,1538,-81.654518,-25.323967,-15.389716
-,1539,-81.98687,-25.854773,-16.52648
-,1540,-82.344109,-26.240519,-16.873968
-,1541,-82.676376,-26.506525,-17.600313
-,1542,-83.2761,-26.547911,-18.615171
-,1543,-83.547493,-26.646214,-18.775139
-,1544,-82.64592,-26.850069,-16.088009
-,1545,-80.965744,-27.555576,-13.832211
-,1546,-78.328941,-28.949327,-11.556019
-,1547,-75.480965,-30.159388,-9.399543
-,1548,-72.680962,-28.651384,-7.826511
-,1549,-71.200409,-25.477324,-6.203946
-,1550,-71.991638,-22.748804,-6.405885
-,1551,-73.67807,-20.301279,-7.694181
-,1552,-74.942993,-18.407612,-8.098469
-,1553,-76.107407,-18.408239,-8.174785
-,1554,-76.937843,-18.725298,-8.572156
-,1555,-77.647079,-18.654657,-8.442698
-,1556,-78.278481,-18.798071,-8.111855
-,1557,-78.490845,-19.278206,-7.79587
-,1558,-79.01638,-19.513243,-7.732954
-,1559,-79.635414,-19.362392,-7.986614
-,1560,-80.017097,-19.144289,-7.920042
-,1561,-80.290756,-18.916208,-7.83822
-,1562,-80.600945,-18.295015,-7.833483
-,1563,-80.95224,-17.404358,-7.785826
-,1564,-81.363533,-16.816687,-8.075025
-,1565,-81.707008,-16.595634,-8.150002
-,1566,-82.083824,-16.879553,-8.245273
-,1567,-82.302544,-17.6129,-8.240069
-,1568,-82.692963,-18.2257,-8.1295
-,1569,-82.864723,-18.645918,-8.342501
-,1570,-83.307121,-19.005335,-8.402932
-,1571,-83.726387,-18.835966,-8.523815
-,1572,-84.036751,-18.838938,-8.67356
-,1573,-84.119759,-19.19718,-8.765008
-,1574,-84.49482,-19.194794,-9.007401
-,1575,-84.759544,-19.437746,-9.160384
-,1576,-84.801163,-19.44363,-9.384303
-,1577,-85.243652,-19.63479,-9.542892
-,1578,-85.63073,-19.908781,-9.729976
-,1579,-85.731827,-20.12167,-9.825937
-,1580,-86.026955,-20.336317,-10.06517
-,1581,-86.292824,-20.288004,-10.252769
-,1582,-86.484886,-20.454651,-10.564213
-,1583,-86.702393,-20.58555,-10.752714
-,1584,-86.999504,-20.63097,-10.972976
-,1585,-87.282036,-21.07954,-11.095886
-,1586,-87.456902,-21.509634,-11.596812
-,1587,-87.797127,-22.038984,-11.67534
-,1588,-87.898293,-22.391077,-12.066878
-,1589,-88.338135,-22.612328,-12.612261
-,1590,-88.621895,-23.022211,-13.126872
-,1591,-88.813713,-23.292994,-13.61057
-,1592,-88.879684,-23.574196,-14.087207
-,1593,-88.947128,-23.953527,-14.672834
-,1594,-89.111794,-24.293905,-15.153436
-,1595,-89.219307,-24.754873,-15.802657
-,1596,-89.141136,-25.299599,-16.489052
-,1597,-88.989525,-25.973192,-17.162701
-,1598,-88.561142,-26.868433,-17.880459
-,1599,-87.89846,-27.931278,-18.45002
-,1600,-86.554131,-29.183825,-18.771736
-,1601,-84.412773,-31.132505,-18.69227
-,1602,-81.593346,-33.396198,-18.432381
-,1603,-77.530518,-36.077679,-16.968763
-,1604,-72.30603,-38.896931,-13.358296
-,1605,-66.324913,-40.91571,-9.149112
-,1606,-60.778965,-41.349426,-5.03892
-,1607,-55.603558,-39.664009,-1.66948
-,1608,-51.174759,-36.447311,0.513642
-,1609,-47.628506,-32.535297,2.056482
-,1610,-45.262371,-28.524578,2.505552
-,1611,-43.983723,-25.130266,1.174812
-,1612,-44.779831,-23.076323,-1.572698
-,1613,-47.470295,-21.534399,-4.358122
-,1614,-50.993801,-20.630749,-5.78155
-,1615,-54.182785,-20.713785,-5.392605
-,1616,-57.439201,-21.356894,-4.820399
-,1617,-60.016033,-22.312298,-4.363299
-,1618,-61.7999,-23.267906,-4.409375
-,1619,-63.660412,-24.050179,-4.992385
-,1620,-64.766174,-25.184704,-5.669081
-,1621,-66.285217,-25.81739,-6.656159
-,1622,-67.696938,-26.340048,-7.277081
-,1623,-68.996765,-26.545805,-6.87428
-,1624,-70.400124,-26.543032,-6.592236
-,1625,-71.712639,-26.254229,-6.421016
-,1626,-73.2257,-25.937468,-7.129601
-,1627,-74.624176,-25.369749,-7.912373
-,1628,-75.483154,-24.705814,-8.659055
-,1629,-76.26342,-23.970684,-9.555567
-,1630,-76.936287,-23.319422,-9.958484
-,1631,-77.360596,-22.760588,-10.412395
-,1632,-78.017715,-22.076456,-10.729067
-,1633,-78.888023,-21.412516,-11.203103
-,1634,-79.22422,-21.467882,-11.55894
-,1635,-79.6092,-21.801498,-12.216294
-,1636,-79.988098,-22.531048,-13.133564
-,1637,-80.245506,-23.384724,-13.961855
-,1638,-80.381042,-24.321953,-14.877798
-,1639,-80.350624,-24.924713,-15.392231
-,1640,-80.433617,-25.329041,-15.732117
-,1641,-80.346016,-25.477684,-16.040991
-,1642,-80.409203,-25.261915,-16.339563
-,1643,-80.517845,-25.068878,-16.611904
-,1644,-80.740326,-25.10281,-17.122395
-,1645,-81.094505,-25.061943,-17.356627
-,1646,-81.269249,-25.25555,-17.586973
-,1647,-81.675133,-25.399035,-17.62229
-,1648,-81.882736,-25.493742,-17.822193
-,1649,-81.950623,-25.434324,-17.922266
-,1650,-82.117706,-25.126202,-17.951115
-,1651,-81.072319,-24.679489,-15.183318
-,1652,-79.610474,-24.707399,-11.712187
-,1653,-77.683372,-26.30752,-9.535779
-,1654,-74.507088,-27.557312,-6.677129
-,1655,-71.844955,-26.350382,-4.890926
-,1656,-71.352539,-22.403355,-5.164128
-,1657,-72.437469,-18.714211,-6.894876
-,1658,-73.403008,-16.062206,-7.805011
-,1659,-74.361732,-14.048795,-8.334062
-,1660,-75.366463,-13.497188,-8.065296
-,1661,-76.36042,-13.992792,-8.248361
-,1662,-77.167038,-14.735872,-8.167309
-,1663,-77.664238,-15.498594,-7.739471
-,1664,-77.966553,-16.360165,-7.099108
-,1665,-78.29435,-17.111971,-6.698613
-,1666,-78.757187,-17.448151,-6.548541
-,1667,-79.252022,-17.418091,-6.721071
-,1668,-79.417313,-17.246286,-6.796712
-,1669,-79.84597,-16.81674,-6.853132
-,1670,-80.094498,-16.056341,-7.050962
-,1671,-80.414139,-15.140743,-7.430777
-,1672,-80.821381,-14.587411,-7.758984
-,1673,-81.123253,-14.727944,-7.743101
-,1674,-81.531197,-15.46082,-7.836503
-,1675,-81.910088,-16.292301,-7.546518
-,1676,-82.193428,-16.94508,-7.547776
-,1677,-82.573174,-17.512442,-7.824165
-,1678,-82.890961,-17.600096,-7.864818
-,1679,-83.42421,-17.45599,-7.991012
-,1680,-83.746368,-17.410515,-7.961776
-,1681,-83.844383,-17.335688,-7.898661
-,1682,-84.363853,-17.373461,-7.913848
-,1683,-84.458229,-17.668905,-8.024908
-,1684,-84.870804,-17.696482,-8.085145
-,1685,-85.29007,-17.901951,-8.16077
-,1686,-85.597649,-18.002779,-8.358615
-,1687,-85.951775,-18.275675,-8.287515
-,1688,-86.163383,-18.321447,-8.409497
-,1689,-86.751602,-18.480957,-8.792727
-,1690,-87.057449,-18.798265,-8.881055
-,1691,-87.443085,-18.59078,-8.972045
-,1692,-87.747871,-18.850382,-9.260994
-,1693,-88.12368,-19.034861,-9.64116
-,1694,-88.526917,-19.43392,-9.944018
-,1695,-88.750267,-19.604715,-10.291257
-,1696,-89.119606,-19.889786,-10.501021
-,1697,-89.437958,-20.17132,-10.970014
-,1698,-89.740562,-20.499594,-11.293513
-,1699,-90.070259,-20.738625,-11.984866
-,1700,-90.29319,-21.031237,-12.452047
-,1701,-90.416008,-21.290659,-13.086804
-,1702,-90.636971,-21.73337,-13.754486
-,1703,-90.677086,-22.020721,-14.502488
-,1704,-90.799553,-22.477993,-15.205462
-,1705,-90.747421,-22.923458,-16.023218
-,1706,-90.550659,-23.36974,-16.820652
-,1707,-90.206924,-24.100561,-17.531775
-,1708,-89.504593,-24.897936,-18.392157
-,1709,-88.167183,-25.76565,-18.783855
-,1710,-86.815643,-26.973932,-19.12142
-,1711,-84.558929,-28.879061,-19.048273
-,1712,-81.410179,-30.817352,-18.346903
-,1713,-77.40657,-32.961525,-16.34564
-,1714,-72.243622,-35.002411,-13.26826
-,1715,-66.708588,-36.264545,-9.778671
-,1716,-61.168217,-36.442619,-5.815048
-,1717,-56.032627,-35.303558,-2.389836
-,1718,-50.899536,-32.964218,0.495266
-,1719,-46.642025,-29.856243,3.013756
-,1720,-43.690445,-26.859331,3.733561
-,1721,-41.837887,-24.192354,3.542201
-,1722,-42.456158,-22.950972,0.609191
-,1723,-45.372055,-22.162035,-2.369591
-,1724,-49.035549,-21.803692,-3.725209
-,1725,-52.388729,-21.827469,-3.760981
-,1726,-55.665283,-22.560417,-3.263879
-,1727,-58.596275,-23.40587,-3.071356
-,1728,-61.236942,-24.117353,-3.634404
-,1729,-63.447929,-24.39023,-5.163528
-,1730,-65.469505,-24.480528,-6.463459
-,1731,-66.941162,-24.280382,-7.893117
-,1732,-68.517998,-23.778166,-8.868176
-,1733,-69.888206,-23.729101,-9.19444
-,1734,-71.520477,-23.696724,-9.566475
-,1735,-73.122925,-24.112352,-9.377591
-,1736,-74.591751,-24.457468,-10.241745
-,1737,-75.932983,-25.143394,-10.842825
-,1738,-76.994598,-26.134306,-11.895625
-,1739,-77.724609,-26.781754,-12.728956
-,1740,-77.791641,-27.106684,-12.844171
-,1741,-77.980667,-26.955616,-12.769014
-,1742,-78.231766,-26.458586,-12.983019
-,1743,-78.552216,-25.443834,-13.353656
-,1744,-78.961563,-24.212023,-13.582816
-,1745,-79.151917,-23.360853,-13.68826
-,1746,-79.378387,-22.675829,-13.909374
-,1747,-79.478973,-22.699364,-14.489121
-,1748,-79.587578,-23.015238,-15.030273
-,1749,-79.499405,-23.774727,-15.827437
-,1750,-79.444885,-24.573009,-16.353827
-,1751,-79.401917,-25.40346,-16.704512
-,1752,-79.496132,-26.028511,-17.043465
-,1753,-79.69355,-26.608614,-17.233751
-,1754,-79.966515,-26.857641,-17.263674
-,1755,-80.138222,-26.829288,-17.076153
-,1756,-80.62133,-26.630352,-17.366869
-,1757,-80.883385,-26.109022,-18.090288
-,1758,-81.474197,-25.700338,-18.886524
-,1759,-81.845139,-25.305796,-19.422522
-,1760,-82.168465,-25.483389,-19.71903
-,1761,-82.117966,-25.818634,-19.048958
-,1762,-81.298302,-26.715906,-15.540656
-,1763,-79.927879,-28.16148,-12.293068
-,1764,-76.908897,-30.621305,-8.745149
-,1765,-71.807785,-31.710018,-4.912385
-,1766,-68.707924,-28.345127,-3.222384
-,1767,-68.465584,-23.846968,-3.166637
-,1768,-70.215012,-20.885971,-4.91712
-,1769,-71.791939,-18.183836,-6.099504
-,1770,-73.156784,-16.758713,-6.683444
-,1771,-74.304482,-17.439281,-6.606116
-,1772,-75.352295,-18.004808,-6.89456
-,1773,-76.241806,-18.58326,-6.811542
-,1774,-76.792412,-19.064117,-6.375059
-,1775,-77.194794,-19.853481,-6.10016
-,1776,-77.614044,-20.418797,-6.03286
-,1777,-78.118477,-20.466396,-6.111287
-,1778,-78.450729,-20.251856,-6.182225
-,1779,-78.764061,-20.057123,-6.20362
-,1780,-79.074684,-19.588087,-6.281847
-,1781,-79.476578,-18.858866,-6.633199
-,1782,-79.778687,-18.007769,-6.887067
-,1783,-80.070976,-17.868372,-6.928695
-,1784,-80.345749,-18.329428,-7.009296
-,1785,-80.604523,-19.117502,-6.866676
-,1786,-80.798584,-20.015118,-6.806606
-,1787,-81.082237,-20.644901,-6.803374
-,1788,-81.476288,-20.870607,-7.020125
-,1789,-81.634102,-21.178089,-7.129565
-,1790,-82.106453,-21.112661,-7.418176
-,1791,-82.435661,-21.126589,-7.629642
-,1792,-82.861336,-21.243341,-7.861537
-,1793,-83.332596,-21.839373,-8.094368
-,1794,-83.361031,-22.10355,-8.191186
-,1795,-84.025436,-22.749998,-9.072716
-,1796,-84.264099,-23.034369,-8.765898
-,1797,-84.768501,-23.283571,-9.051277
-,1798,-85.282677,-23.5802,-9.311524
-,1799,-85.841911,-23.742338,-9.873096
-,1800,-86.185936,-23.959793,-10.025154
-,1801,-86.664955,-23.978977,-10.08265
-,1802,-87.089287,-23.8018,-10.226609
-,1803,-87.259911,-23.822163,-10.337607
-,1804,-87.643768,-23.69249,-10.244307
-,1805,-88.085533,-23.450733,-10.208553
-,1806,-88.406837,-23.42334,-10.37387
-,1807,-88.936424,-23.673294,-10.373108
-,1808,-89.424957,-24.288115,-10.625118
-,1809,-89.708786,-25.009165,-10.969037
-,1810,-90.508949,-25.363977,-11.301677
-,1811,-90.911507,-25.841919,-11.68473
-,1812,-91.341202,-26.171387,-11.952628
-,1813,-91.566948,-26.685057,-12.372393
-,1814,-91.762756,-26.828926,-13.014396
-,1815,-91.824867,-26.89366,-13.802047
-,1816,-92.084473,-27.263617,-14.487337
-,1817,-92.073578,-27.684992,-14.989088
-,1818,-91.856171,-28.385305,-15.56392
