File,Frame,X,Y,Z
-,5363,-77.610497,-25.769178,-15.712838
-,5364,-77.664581,-25.215351,-15.310129
-,5365,-77.350861,-24.527552,-15.034157
-,5366,-77.279671,-24.205368,-15.242172
-,5367,-77.682281,-24.646044,-16.575539
-,5368,-78.593193,-25.827759,-17.937185
-,5369,-79.315132,-26.811428,-18.046438
-,5370,-79.559395,-27.284292,-16.700756
-,5371,-78.690544,-27.056561,-14.771393
-,5372,-77.822258,-27.835114,-12.690077
-,5373,-74.922043,-29.877539,-9.368043
-,5374,-69.929115,-31.66292,-5.829045
-,5375,-66.677269,-29.207491,-5.002764
-,5376,-66.14502,-25.94474,-5.902605
-,5377,-67.232712,-24.358379,-6.480261
-,5378,-68.115204,-22.731583,-6.046673
-,5379,-68.882378,-21.513802,-6.047319
-,5380,-69.990944,-21.414835,-6.377502
-,5381,-70.885612,-21.545544,-6.300717
-,5382,-71.790001,-22.019793,-6.027678
-,5383,-72.566147,-22.236366,-5.72109
-,5384,-73.017159,-22.713781,-5.443866
-,5385,-73.560486,-22.743477,-5.141951
-,5386,-74.236565,-22.542412,-5.192002
-,5387,-75.015717,-22.129759,-5.61938
-,5388,-75.60379,-21.951406,-5.857073
-,5389,-76.128853,-21.767824,-6.071176
-,5390,-76.501152,-21.398411,-6.08964
-,5391,-76.880531,-21.03441,-6.176397
-,5392,-77.454033,-20.60763,-6.597417
-,5393,-77.833977,-20.174269,-6.820675
-,5394,-78.184685,-19.758379,-7.055243
-,5395,-78.499474,-19.635061,-7.188533
-,5396,-78.624939,-19.696125,-7.169408
-,5397,-78.828117,-19.749285,-7.053666
-,5398,-78.997177,-19.888664,-6.959613
-,5399,-79.088165,-19.693598,-6.947964
-,5400,-79.121544,-19.355593,-6.890662
-,5401,-79.036201,-19.025244,-6.814292
-,5402,-79.097702,-18.463425,-6.989897
-,5403,-79.169456,-18.051405,-6.797016
-,5404,-79.21405,-18.020285,-6.672866
-,5405,-79.501244,-18.028324,-6.706406
-,5406,-79.553558,-18.370087,-6.694232
-,5407,-79.726578,-18.806694,-6.7358
-,5408,-80.282677,-18.966719,-6.961173
-,5409,-80.724998,-18.888226,-7.058331
-,5410,-80.828148,-18.92588,-7.152085
-,5411,-81.462997,-18.62324,-7.370812
-,5412,-82.114799,-18.350191,-7.698619
-,5413,-82.679497,-18.030415,-7.997995
-,5414,-83.144379,-17.901316,-8.065738
-,5415,-83.740608,-17.737833,-8.385056
-,5416,-84.510582,-18.216673,-8.570251
-,5417,-85.221611,-18.614786,-8.744341
-,5418,-86.021561,-19.011175,-9.263021
-,5419,-86.646309,-19.441725,-9.5711
-,5420,-87.369537,-19.595139,-10.050945
-,5421,-88.265984,-19.802765,-10.473534
-,5422,-89.018745,-19.756706,-11.030709
-,5423,-89.809929,-20.023413,-11.795736
-,5424,-90.690437,-20.132883,-12.360986
-,5425,-91.223785,-20.563408,-13.057794
-,5426,-91.815552,-20.99227,-13.75462
-,5427,-92.236931,-21.626009,-14.482043
-,5428,-92.509811,-22.120422,-15.220428
-,5429,-92.766884,-22.535931,-15.9374
-,5430,-92.655632,-23.013128,-16.787796
-,5431,-92.612518,-23.602312,-17.615259
-,5432,-92.4216,-24.155073,-18.558832
-,5433,-91.768715,-24.679993,-19.371136
-,5434,-90.821869,-25.624243,-20.069248
-,5435,-89.60508,-27.256674,-20.465582
-,5436,-87.391571,-29.821949,-20.471291
-,5437,-84.609093,-32.431801,-19.858252
-,5438,-80.362213,-35.368778,-18.127516
-,5439,-74.827209,-38.157272,-14.736365
-,5440,-68.522614,-40.062031,-10.121906
-,5441,-62.458229,-40.941742,-5.653372
-,5442,-56.524815,-40.08564,-1.559816
-,5443,-51.421341,-37.617813,1.911023
-,5444,-47.31855,-34.293877,4.348081
-,5445,-43.996067,-30.754744,5.875377
-,5446,-41.923378,-27.54706,6.098866
-,5447,-41.997089,-25.348129,3.275581
-,5448,-44.834614,-24.5562,-0.473664
-,5449,-48.43771,-24.198381,-2.506302
-,5450,-51.932877,-24.688242,-2.636557
-,5451,-55.197186,-25.956654,-2.222847
-,5452,-57.862495,-27.359632,-1.59333
-,5453,-60.522476,-28.257811,-2.401435
-,5454,-62.923023,-28.607113,-3.920885
-,5455,-64.985031,-28.205372,-5.811749
-,5456,-67.2341,-27.227293,-8.091444
-,5457,-69.012581,-26.09248,-9.353995
-,5458,-70.830696,-24.641691,-9.994135
-,5459,-72.474556,-23.425373,-10.616778
-,5460,-73.971252,-22.783518,-10.692074
-,5461,-75.249893,-22.868484,-11.321523
-,5462,-76.213509,-23.280527,-11.77843
-,5463,-77.080338,-23.88204,-11.995513
-,5464,-77.69165,-24.59861,-12.192861
-,5465,-78.05822,-25.36858,-12.494557
-,5466,-78.211388,-25.987749,-12.55686
-,5467,-78.225731,-26.015465,-12.590851
-,5468,-78.177223,-25.614204,-12.874456
-,5469,-77.932922,-24.827072,-13.067342
-,5470,-77.431351,-24.113129,-13.305278
-,5471,-76.810081,-23.744831,-13.57082
-,5472,-76.519058,-23.809906,-14.13711
-,5473,-76.36274,-24.134544,-14.698371
-,5474,-76.279289,-24.671816,-15.412199
-,5475,-76.215019,-25.265945,-15.974211
-,5476,-76.401306,-25.894678,-16.449228
-,5477,-76.449745,-26.344753,-16.518019
-,5478,-76.477409,-26.283529,-16.391108
-,5479,-76.64196,-26.484655,-15.988551
-,5480,-76.456299,-26.467211,-15.964021
-,5481,-76.815308,-26.979267,-16.959175
-,5482,-77.486084,-27.904539,-18.235569
-,5483,-78.053596,-28.499453,-19.34358
-,5484,-78.506157,-28.602154,-19.159466
-,5485,-77.822388,-28.433113,-16.624208
-,5486,-77.231712,-28.305517,-13.440036
-,5487,-75.388275,-29.749941,-9.737041
-,5488,-71.167641,-31.526569,-4.959218
-,5489,-66.717346,-30.094025,-2.075514
-,5490,-65.290253,-24.519474,-2.901978
-,5491,-66.360909,-20.760042,-4.329311
-,5492,-67.780952,-18.84523,-4.656707
-,5493,-69.155655,-16.821428,-5.508693
-,5494,-70.005722,-16.485132,-5.673423
-,5495,-71.166199,-17.017462,-5.430298
-,5496,-72.083824,-17.827721,-5.2618
-,5497,-72.695541,-18.505596,-4.904245
-,5498,-73.518143,-18.717768,-4.497811
-,5499,-74.288544,-19.161646,-4.340307
-,5500,-74.732826,-18.972643,-4.281393
-,5501,-75.665222,-18.837595,-4.440815
-,5502,-76.177139,-18.435118,-4.78831
-,5503,-76.836456,-17.966232,-4.928024
-,5504,-77.203285,-17.634212,-5.101024
-,5505,-77.692543,-17.081863,-5.258382
-,5506,-78.212227,-16.349524,-5.611571
-,5507,-78.557281,-15.888709,-6.003874
-,5508,-79.007149,-15.627751,-6.220287
-,5509,-79.356644,-15.946045,-6.228652
-,5510,-79.618744,-16.53371,-6.456941
-,5511,-79.97406,-17.059227,-6.256485
-,5512,-80.175964,-17.396536,-6.30413
-,5513,-80.295258,-17.827942,-6.18879
-,5514,-80.509438,-18.267418,-6.340264
-,5515,-80.658562,-18.25992,-6.431246
-,5516,-80.72657,-18.50729,-6.353804
-,5517,-80.82515,-18.523684,-6.35709
-,5518,-80.898247,-18.902958,-6.337121
-,5519,-80.935112,-19.042101,-6.327002
-,5520,-81.010597,-19.22827,-6.439001
-,5521,-80.95784,-19.511797,-6.411602
-,5522,-81.506386,-19.671484,-6.686518
-,5523,-81.45533,-20.358578,-6.482023
-,5524,-81.544197,-20.409937,-6.630877
-,5525,-81.862549,-20.908987,-6.809294
-,5526,-82.342552,-21.142044,-7.13816
-,5527,-82.56855,-21.37438,-7.120946
-,5528,-83.127174,-21.228033,-7.256852
-,5529,-83.468781,-21.668703,-7.411125
-,5530,-83.953049,-21.744278,-7.543026
-,5531,-84.570702,-21.980919,-7.659491
-,5532,-85.200897,-22.046782,-7.948785
-,5533,-85.826859,-22.231594,-8.31689
-,5534,-86.545479,-22.250412,-8.45253
-,5535,-87.248627,-22.459208,-8.844695
-,5536,-88.108047,-22.591999,-9.172324
-,5537,-88.965103,-22.814569,-9.661631
-,5538,-89.666351,-23.029919,-10.105412
-,5539,-90.624062,-23.067915,-10.657309
-,5540,-91.420364,-23.235413,-11.193839
-,5541,-92.154251,-23.374138,-11.653498
-,5542,-92.758781,-23.60603,-12.258535
-,5543,-93.128441,-23.902483,-12.856203
-,5544,-93.489815,-24.071329,-13.54767
-,5545,-93.45771,-24.473425,-14.396382
-,5546,-93.496765,-25.057528,-14.980921
-,5547,-93.096527,-25.370918,-15.784087
-,5548,-92.736252,-25.984846,-16.469439
-,5549,-91.868195,-26.706141,-17.226126
-,5550,-90.823372,-27.884459,-18.079575
-,5551,-89.26458,-29.895859,-18.479303
-,5552,-86.762825,-32.340885,-18.431202
-,5553,-83.74807,-34.723866,-17.633789
-,5554,-79.358742,-37.380211,-15.597739
-,5555,-74.243927,-39.744946,-12.346087
-,5556,-63.331535,-38.848099,-3.796203
-,5557,-62.618866,-41.69537,-5.291189
-,5558,-57.350761,-40.40469,-1.734613
-,5559,-52.271149,-37.902657,1.379335
-,5560,-48.039425,-34.559155,3.617346
-,5561,-44.828552,-31.181726,4.725626
-,5562,-42.711239,-27.96624,5.173481
-,5563,-42.940994,-25.803173,2.181106
-,5564,-45.840454,-24.912025,-1.736835
-,5565,-49.659966,-24.607641,-3.534644
-,5566,-53.360409,-25.31855,-3.679166
-,5567,-56.523769,-26.754091,-3.176755
-,5568,-59.401562,-28.353249,-3.098456
-,5569,-61.64476,-29.281622,-3.65752
-,5570,-64.046326,-29.497948,-5.440271
-,5571,-66.175323,-29.03212,-7.553349
-,5572,-68.237083,-28.109667,-9.583711
-,5573,-69.97361,-26.771112,-10.868675
-,5574,-72.040771,-25.36154,-11.960904
-,5575,-73.540916,-24.233105,-11.99355
-,5576,-75.280548,-23.739252,-13.24233
-,5577,-76.272736,-23.568777,-13.29093
-,5578,-77.693497,-24.43742,-15.219784
-,5579,-77.854408,-24.329437,-14.168386
-,5580,-78.243065,-25.185335,-14.623204
-,5581,-78.418419,-25.963827,-14.706104
-,5582,-78.545776,-26.555647,-14.91585
-,5583,-78.442207,-26.529575,-15.061137
-,5584,-78.221161,-26.314613,-14.7394
-,5585,-77.814362,-25.740419,-14.702845
-,5586,-77.328606,-25.519381,-14.753758
-,5587,-76.965652,-25.556843,-14.932325
-,5588,-76.932388,-25.503723,-15.501429
-,5589,-76.802818,-25.537842,-16.292629
-,5590,-77.065765,-25.760273,-16.7719
-,5591,-77.248108,-25.96019,-17.028845
-,5592,-77.295563,-25.991482,-17.019106
-,5593,-77.381554,-26.107609,-16.995232
-,5594,-77.233673,-26.101559,-16.676844
-,5595,-77.306206,-26.32946,-16.633862
-,5596,-77.700966,-26.925997,-17.736256
-,5597,-78.440819,-27.658712,-19.087061
-,5598,-79.248039,-28.136711,-19.882401
-,5599,-79.001236,-27.886972,-18.157795
-,5600,-78.002625,-27.60483,-14.742113
-,5601,-75.758438,-28.611326,-11.446838
-,5602,-71.541679,-30.461899,-7.011592
-,5603,-67.324318,-29.720594,-4.052323
-,5604,-65.807678,-24.882952,-4.658988
-,5605,-66.096207,-21.028557,-6.024729
-,5606,-67.202759,-19.310049,-6.173029
-,5607,-68.529419,-17.529818,-6.43142
-,5608,-69.868004,-16.33897,-6.894986
-,5609,-70.982399,-16.653799,-6.531434
-,5610,-71.84742,-17.397701,-6.458566
-,5611,-72.65065,-18.362247,-6.112224
-,5612,-73.587128,-18.920694,-5.660121
-,5613,-74.275917,-19.09761,-5.403972
-,5614,-75.142433,-18.945436,-5.503706
-,5615,-75.77993,-18.622578,-5.887497
-,5616,-76.3927,-18.319332,-6.028597
-,5617,-77.081612,-18.039717,-6.248394
-,5618,-77.541191,-17.700428,-6.364742
-,5619,-78.140457,-17.52631,-6.481642
-,5620,-78.501152,-17.172514,-6.601859
-,5621,-79.003334,-16.792099,-7.11064
-,5622,-79.567085,-16.276237,-7.277942
-,5623,-79.927231,-15.96587,-7.610775
-,5624,-80.371468,-15.686288,-7.799423
-,5625,-80.465561,-15.793981,-7.817556
-,5626,-80.882027,-16.059156,-7.862028
-,5627,-81.005447,-16.321737,-7.869766
-,5628,-81.341049,-16.329699,-7.803559
-,5629,-81.560349,-16.485865,-7.714187
-,5630,-81.913124,-16.282948,-7.574533
-,5631,-82.182419,-16.122116,-7.85176
-,5632,-82.457008,-16.050297,-7.687996
-,5633,-82.465378,-16.091785,-7.523993
-,5634,-82.712776,-16.145166,-7.420564
-,5635,-82.824715,-16.522026,-7.484485
-,5636,-83.23278,-16.361708,-7.464693
-,5637,-83.552643,-16.263149,-7.63909
-,5638,-83.90905,-16.360067,-7.661882
-,5639,-84.408112,-16.6178,-7.649671
-,5640,-84.678329,-16.80661,-7.865175
-,5641,-85.26683,-17.008921,-7.924692
-,5642,-85.797112,-17.132664,-8.038056
-,5643,-86.224319,-17.341551,-8.231307
-,5644,-86.910805,-17.469873,-8.342071
-,5645,-87.394379,-17.66597,-8.530139
-,5646,-87.880791,-18.023026,-8.743802
-,5647,-88.391983,-18.324566,-8.83683
-,5648,-89.052559,-18.809755,-9.222914
-,5649,-89.549515,-19.216042,-9.556622
-,5650,-90.14502,-19.647194,-9.967505
-,5651,-90.59259,-19.665258,-10.2874
-,5652,-90.876778,-20.156395,-10.572566
-,5653,-91.391464,-20.521902,-11.177079
-,5654,-91.581619,-20.809961,-11.672125
-,5655,-91.825073,-21.130215,-12.298697
-,5656,-92.077553,-21.468489,-13.026207
-,5657,-92.003441,-22.000408,-13.815953
-,5658,-91.900154,-22.563553,-14.554717
-,5659,-91.768997,-23.220306,-15.356622
-,5660,-91.531975,-24.049177,-16.144058
-,5661,-90.953781,-24.867882,-17.053152
-,5662,-89.937889,-25.93503,-17.59226
-,5663,-88.739899,-27.042509,-18.070906
-,5664,-86.99234,-28.609699,-18.149975
-,5665,-84.368004,-31.222841,-17.70462
-,5666,-80.934715,-34.111553,-16.462807
-,5667,-76.189873,-37.443142,-13.671758
-,5668,-70.628403,-39.758602,-9.976727
-,5669,-64.861748,-40.925789,-6.021827
-,5670,-59.503719,-40.419521,-2.314688
-,5671,-54.602283,-38.653847,0.424324
-,5672,-50.392921,-35.70768,2.48265
-,5673,-47.193745,-32.471367,3.241543
-,5674,-45.262222,-29.313383,3.707511
-,5675,-44.443748,-26.335634,2.030814
-,5676,-44.743492,-23.735664,-0.613019
-,5677,-47.324463,-21.975498,-3.581468
-,5678,-50.45015,-20.84399,-5.426443
-,5679,-54.126419,-20.064678,-6.235264
-,5680,-57.563324,-20.33246,-6.175061
-,5681,-60.924625,-21.064838,-6.603979
-,5682,-63.656792,-21.80405,-6.922823
-,5683,-65.720978,-22.938751,-7.464853
-,5684,-67.451897,-23.999222,-8.356155
-,5685,-68.91964,-24.954475,-8.78806
-,5686,-70.358238,-25.905273,-9.348337
-,5687,-71.847672,-26.857241,-9.631127
-,5688,-73.737862,-27.694046,-9.983061
-,5689,-75.535042,-28.386431,-10.463979
-,5690,-77.367226,-28.810472,-11.282427
-,5691,-78.867043,-28.946909,-11.676825
-,5692,-80.013664,-28.549547,-12.805272
-,5693,-80.561462,-28.305063,-13.473496
-,5694,-81.350983,-27.463461,-13.918995
-,5695,-82.137451,-26.217428,-14.311913
-,5696,-82.893921,-25.542534,-14.997506
-,5697,-83.526321,-24.856943,-15.366469
-,5698,-84.308151,-24.425993,-15.843667
-,5699,-84.716095,-24.372759,-16.140329
-,5700,-85.124451,-24.429602,-16.297678
-,5701,-85.392021,-24.82336,-16.58798
-,5702,-85.601723,-25.343872,-16.854048
-,5703,-85.721245,-25.910419,-17.277082
-,5704,-85.659294,-26.453527,-17.659946
-,5705,-85.527718,-26.981606,-17.884382
-,5706,-85.082756,-27.437243,-18.137356
-,5707,-84.61216,-27.893467,-18.330397
-,5708,-84.37851,-28.11552,-18.883892
-,5709,-84.138939,-28.197895,-19.590277
-,5710,-84.24279,-28.120178,-19.732147
-,5711,-84.339455,-28.19919,-20.003824
-,5712,-84.362793,-28.122208,-20.24963
-,5713,-84.471611,-28.098257,-20.719744
-,5714,-84.453239,-28.079361,-21.14747
-,5715,-84.387787,-28.315153,-21.734459
-,5716,-84.357079,-28.47743,-21.944494
-,5717,-84.437332,-28.631168,-22.297859
-,5718,-84.631424,-28.935059,-22.51281
-,5719,-84.972961,-29.086132,-23.047523
-,5720,-85.24968,-29.086336,-23.197456
-,5721,-85.607605,-29.182196,-23.346786
-,5722,-84.78389,-29.203587,-21.432745
-,5723,-83.533363,-29.246645,-17.525419
-,5724,-81.551247,-30.174137,-14.592628
-,5725,-78.302353,-31.586763,-11.054286
-,5726,-74.370499,-30.861361,-8.36388
-,5727,-72.183716,-26.56428,-7.245616
-,5728,-72.076828,-22.987528,-6.944665
-,5729,-73.283173,-20.766956,-7.260623
-,5730,-74.617043,-19.018911,-7.822249
-,5731,-76.046616,-18.75371,-7.789343
-,5732,-77.127693,-19.295542,-7.982778
-,5733,-78.052681,-19.364628,-7.974647
-,5734,-78.648262,-19.094379,-7.725565
-,5735,-79.152252,-19.359854,-7.424439
-,5736,-79.75222,-19.581545,-7.469783
-,5737,-80.315102,-19.637571,-7.48494
-,5738,-80.743134,-19.869289,-7.287401
-,5739,-81.276398,-19.877928,-7.196207
-,5740,-81.640305,-19.647076,-6.851788
-,5741,-81.928345,-18.941204,-7.02712
-,5742,-82.336227,-17.863714,-7.201204
-,5743,-82.810585,-17.249464,-7.33366
-,5744,-83.041,-17.13464,-7.330403
-,5745,-83.293625,-16.999884,-7.39143
-,5746,-83.590073,-17.063774,-7.25695
-,5747,-83.77935,-17.126724,-7.133891
-,5748,-84.122864,-17.11725,-7.111212
-,5749,-84.354485,-17.174669,-7.174642
-,5750,-84.713791,-17.022964,-7.27123
-,5751,-85.020515,-17.047428,-7.272579
-,5752,-85.223457,-17.068621,-7.37216
-,5753,-85.684608,-17.165874,-7.477717
-,5754,-85.868652,-17.358232,-7.434422
-,5755,-86.001015,-17.545187,-7.652116
-,5756,-86.475906,-17.539082,-7.830328
-,5757,-86.68692,-17.760666,-8.056446
-,5758,-86.819641,-17.877546,-8.139765
-,5759,-87.032082,-18.196621,-8.454963
-,5760,-87.242386,-18.280416,-8.666668
-,5761,-87.499947,-18.516565,-8.774209
-,5762,-87.717888,-18.521034,-8.93116
-,5763,-87.776848,-18.957998,-9.08919
-,5764,-87.846619,-19.400164,-9.20141
-,5765,-87.977043,-19.82299,-9.513445
-,5766,-87.975861,-20.376907,-9.608661
-,5767,-88.213638,-20.730089,-9.970752
-,5768,-88.259262,-21.115622,-10.461775
-,5769,-88.322502,-21.406731,-10.790992
-,5770,-88.403595,-21.532766,-11.170577
-,5771,-88.528267,-21.760355,-11.807421
-,5772,-88.515816,-22.157009,-12.315538
-,5773,-88.409058,-22.561411,-12.745779
-,5774,-88.283867,-23.061346,-13.338003
-,5775,-88.076012,-23.383865,-13.895666
-,5776,-87.702011,-23.846649,-14.339491
-,5777,-87.270554,-24.514631,-15.008082
-,5778,-86.38076,-25.494457,-15.408442
-,5779,-85.098434,-26.42083,-15.776416
-,5780,-83.010643,-27.53648,-15.686943
-,5781,-80.292526,-29.207451,-15.378625
-,5782,-76.723404,-31.551834,-14.325625
-,5783,-72.28582,-33.732662,-12.026971
-,5784,-66.159203,-35.893841,-7.902276
-,5785,-60.496319,-36.844521,-3.903425
-,5786,-55.121456,-36.507175,0.012898
-,5787,-49.881382,-34.852425,2.841597
-,5788,-45.126846,-32.3214,4.895321
-,5789,-41.746128,-29.28055,5.829761
-,5790,-39.290203,-26.467464,5.552071
-,5791,-38.411072,-23.76779,4.292732
-,5792,-40.107124,-22.337414,0.664795
-,5793,-43.739109,-21.447845,-2.145637
-,5794,-47.838459,-21.229015,-3.337684
-,5795,-51.740738,-21.533415,-3.148415
-,5796,-55.295055,-22.436443,-2.999297
-,5797,-58.7616,-23.378254,-2.962049
-,5798,-61.659588,-24.161207,-4.249383
-,5799,-64.617332,-24.56258,-6.353675
-,5800,-67.065506,-24.646452,-8.333051
-,5801,-70.256248,-24.372324,-10.349639
-,5802,-72.884399,-24.374073,-11.365464
-,5803,-75.270927,-24.33218,-11.684153
-,5804,-77.367821,-24.667849,-11.69468
-,5805,-79.397354,-25.217453,-12.274515
-,5806,-80.977219,-25.7598,-13.027597
-,5807,-82.416382,-26.018227,-13.899453
-,5808,-83.512428,-26.384954,-15.056669
-,5809,-83.983276,-26.566435,-15.567984
-,5810,-84.489677,-26.493065,-15.647974
-,5811,-85.142807,-25.971041,-15.870301
-,5812,-85.648682,-25.540623,-16.451212
-,5813,-85.929695,-24.959497,-16.626188
-,5814,-86.009438,-24.41848,-16.717146
-,5815,-85.832054,-24.194332,-16.878935
-,5816,-85.448952,-24.146606,-17.007456
-,5817,-85.071747,-24.249357,-17.118612
-,5818,-84.556046,-24.679201,-17.357248
-,5819,-84.242432,-25.176376,-17.77442
-,5820,-84.102837,-25.5795,-18.139475
-,5821,-83.697792,-26.029146,-18.447695
-,5822,-83.285637,-26.393391,-18.678511
-,5823,-82.970772,-26.501135,-18.760664
-,5824,-82.838768,-26.457792,-18.588696
-,5825,-82.955124,-26.544439,-18.576782
-,5826,-83.11422,-26.478001,-18.894537
-,5827,-83.364594,-26.362669,-19.016537
-,5828,-83.412849,-26.168468,-19.465464
-,5829,-82.992149,-25.700319,-19.376249
-,5830,-81.777115,-25.517965,-17.107225
-,5831,-79.958214,-25.811659,-13.702085
-,5832,-77.463676,-27.140921,-11.700243
-,5833,-74.165512,-28.969835,-8.870608
-,5834,-70.674988,-28.397408,-5.971572
-,5835,-69.142799,-25.097858,-4.148872
-,5836,-70.553619,-22.156023,-5.628654
-,5837,-71.798676,-19.407396,-7.059852
-,5838,-73.001762,-17.355433,-7.808185
-,5839,-74.202393,-16.975897,-7.649667
-,5840,-75.254448,-17.411953,-7.867581
-,5841,-76.314583,-17.572752,-7.86801
-,5842,-77.270424,-17.816965,-7.789311
-,5843,-77.91581,-18.18409,-7.291168
-,5844,-78.633064,-18.63625,-7.125371
-,5845,-79.194962,-18.771263,-7.201763
-,5846,-79.868141,-18.481138,-7.417486
-,5847,-80.335007,-18.316011,-7.465591
-,5848,-80.752068,-18.154816,-7.474741
-,5849,-81.132835,-17.86129,-7.435354
-,5850,-81.68959,-17.032867,-7.649181
-,5851,-81.987663,-16.037163,-7.80711
-,5852,-82.213387,-15.503925,-7.916698
-,5853,-82.700569,-15.364426,-7.913378
-,5854,-82.985107,-15.685287,-7.947746
-,5855,-83.444351,-15.824187,-7.853076
-,5856,-83.636826,-15.854724,-7.771448
-,5857,-84.210915,-15.701029,-7.5392
-,5858,-84.579285,-15.483264,-7.754159
-,5859,-84.770699,-15.548716,-7.722309
-,5860,-84.731361,-15.701968,-7.848267
-,5861,-85.134338,-15.464759,-7.908934
-,5862,-85.606979,-15.281249,-8.161403
-,5863,-85.904884,-15.309313,-8.207396
-,5864,-86.338028,-15.375356,-8.289275
-,5865,-86.752327,-15.556007,-8.545779
-,5866,-87.016724,-15.557064,-8.775636
-,5867,-87.385773,-15.656094,-8.959357
-,5868,-87.699196,-15.960021,-9.147027
-,5869,-88.079453,-16.229134,-9.299934
-,5870,-88.36573,-16.209036,-9.481278
-,5871,-88.630547,-16.496351,-9.497022
-,5872,-88.973122,-16.898247,-9.773778
-,5873,-89.233871,-17.331656,-9.848948
-,5874,-89.513718,-17.693884,-10.045611
-,5875,-89.904938,-18.077642,-10.471282
-,5876,-90.202637,-18.466652,-10.781641
-,5877,-90.363625,-18.910959,-11.166393
-,5878,-90.471802,-19.141144,-11.452046
-,5879,-90.686157,-19.495131,-12.068341
-,5880,-90.791733,-19.731558,-12.555833
-,5881,-90.875542,-20.11334,-13.338926
-,5882,-90.925491,-20.428333,-14.043615
-,5883,-90.711021,-20.779634,-14.547976
-,5884,-90.437767,-21.236372,-15.24114
-,5885,-90.059906,-21.809929,-15.892493
-,5886,-89.222916,-22.510002,-16.351143
-,5887,-88.273849,-23.297722,-16.912935
-,5888,-86.65892,-24.316582,-17.147734
-,5889,-84.415863,-25.768797,-17.024656
-,5890,-81.17868,-27.825951,-15.925517
-,5891,-77.257996,-29.699268,-14.252734
-,5892,-71.96489,-31.762754,-10.982491
-,5893,-66.698631,-32.502892,-7.739211
-,5894,-61.465515,-32.093159,-5.02164
-,5895,-56.766304,-30.239399,-2.961596
-,5896,-52.213345,-27.655373,-1.891649
-,5897,-48.792793,-24.399479,-1.17511
-,5898,-46.269722,-21.044418,-1.468138
-,5899,-45.219036,-18.441584,-1.845299
-,5900,-44.782764,-17.01758,-3.104901
-,5901,-45.618893,-16.23406,-3.748273
-,5902,-46.782822,-16.198404,-3.905494
-,5903,-49.345299,-16.916151,-4.069755
-,5904,-51.972164,-18.304604,-4.023165
-,5905,-54.640957,-20.057619,-3.628157
-,5906,-56.878056,-22.107773,-4.027408
-,5907,-59.189491,-24.223707,-4.296318
-,5908,-60.589638,-26.037563,-4.374379
-,5909,-61.203236,-27.573174,-4.818358
-,5910,-61.854809,-28.805815,-5.698038
-,5911,-62.262074,-29.416878,-6.240154
-,5912,-62.872608,-29.606894,-6.882593
-,5913,-63.474644,-29.624399,-7.276421
-,5914,-64.75985,-29.310186,-7.899745
-,5915,-66.218094,-29.023048,-8.485216
-,5916,-68.079849,-28.53537,-9.134053
-,5917,-70.010201,-28.212095,-10.163224
-,5918,-71.616966,-27.913261,-11.66963
-,5919,-73.249176,-27.542282,-13.122453
-,5920,-74.241638,-26.996872,-13.207067
-,5921,-75.12587,-26.509035,-13.635958
-,5922,-75.776543,-26.003756,-14.055032
-,5923,-76.392014,-25.541485,-14.360121
-,5924,-77.058846,-25.147968,-15.167066
-,5925,-77.555885,-25.025665,-15.593408
-,5926,-78.255424,-25.052532,-16.358965
-,5927,-78.79586,-25.496223,-16.967386
-,5928,-79.016319,-26.021791,-17.800289
-,5929,-79.20005,-26.660515,-18.495716
-,5930,-79.267456,-27.405592,-19.306593
-,5931,-79.504433,-27.914268,-19.967535
-,5932,-80.024887,-28.088045,-20.151144
-,5933,-80.668091,-27.960121,-20.604292
-,5934,-81.340759,-27.719267,-21.280489
-,5935,-82.007782,-27.582336,-21.974243
-,5936,-82.574455,-27.54105,-22.36891
-,5937,-82.955154,-28.0151,-22.453648
-,5938,-82.742516,-28.352264,-21.87175
-,5939,-81.459557,-28.374655,-17.888376
-,5940,-79.470367,-28.484295,-13.344621
-,5941,-76.841522,-29.16864,-10.298331
-,5942,-74.780144,-29.838938,-7.217669
-,5943,-74.950989,-28.748957,-6.454673
-,5944,-75.660385,-25.311827,-7.770934
-,5945,-75.830734,-21.526182,-8.616564
-,5946,-76.741798,-20.042404,-9.18734
-,5947,-77.833427,-18.249063,-9.629041
-,5948,-78.661003,-17.809885,-9.598094
-,5949,-79.728432,-18.395279,-9.775158
-,5950,-80.271133,-18.861094,-9.478241
-,5951,-80.518295,-19.818386,-9.010798
-,5952,-80.816864,-20.616129,-8.837715
-,5953,-81.127312,-21.291033,-8.716576
-,5954,-81.485466,-21.527527,-8.797557
-,5955,-81.567329,-21.6984,-8.75391
-,5956,-81.887367,-21.338049,-8.720058
-,5957,-82.120956,-20.265665,-8.936949
-,5958,-82.276733,-19.04353,-9.206945
-,5959,-82.7733,-17.920898,-9.498731
-,5960,-82.810089,-17.773682,-9.669662
-,5961,-83.103203,-18.110519,-9.678384
-,5962,-83.278519,-18.89308,-9.416782
-,5963,-83.360611,-19.654045,-9.269251
-,5964,-83.564552,-20.521713,-9.061423
-,5965,-83.7015,-20.858379,-8.995468
-,5966,-83.89473,-20.977983,-8.800602
-,5967,-84.111443,-20.407322,-8.763171
-,5968,-84.24324,-19.777592,-8.755408
-,5969,-84.316017,-19.388769,-8.832033
-,5970,-84.757034,-18.925314,-9.033235
-,5971,-85.131668,-18.859665,-9.111289
