File,Frame,X,Y,Z,Reliability
-,6571,0.33301,-0.369205,0.041194,1.16
-,6572,0.332833,-0.382282,0.041225,0.99
-,6573,0.332147,-0.394696,0.040949,1.05
-,6574,0.331785,-0.406739,0.040082,1.23
-,6575,0.33116,-0.41688,0.038694,1.17
-,6576,0.33025,-0.425066,0.037039,1
-,6577,0.329711,-0.431958,0.035282,0.89
-,6578,0.328816,-0.438231,0.033708,0.93
-,6579,0.327395,-0.443976,0.031274,0.98
-,6580,0.326348,-0.44849,0.028161,1.02
-,6581,0.325014,-0.452814,0.024016,1.08
-,6582,0.322636,-0.456221,0.019406,1.23
-,6583,0.320584,-0.447617,0.025471,1.08
-,6584,0.31764,-0.430781,0.032975,1.21
-,6585,0.315524,-0.411202,0.03911,1.13
-,6586,0.314326,-0.389482,0.044725,1.13
-,6587,0.312713,-0.365517,0.049814,0.97
-,6588,0.310674,-0.34215,0.053638,0.88
-,6589,0.308833,-0.319017,0.055471,0.84
-,6590,0.306182,-0.294868,0.057029,0.66
-,6591,0.303323,-0.270534,0.057951,0.61
-,6592,0.300705,-0.245479,0.057861,0.89
-,6593,0.298373,-0.219727,0.057589,0.56
-,6594,0.296383,-0.192911,0.056906,0.5
-,6595,0.294166,-0.164883,0.056099,0.62
-,6596,0.291735,-0.136026,0.055504,0.9
-,6597,0.288746,-0.106827,0.054446,0.8
-,6598,0.285432,-0.077449,0.053842,0.62
-,6599,0.281683,-0.047451,0.053337,0.77
-,6600,0.277854,-0.017652,0.052715,0.81
-,6601,0.273983,0.01232,0.052331,0.79
-,6602,0.269656,0.04212,0.052926,0.7
-,6603,0.264989,0.071966,0.054532,0.82
-,6604,0.260525,0.10188,0.05669,0.76
-,6605,0.256343,0.131655,0.060151,0.75
-,6606,0.252823,0.161283,0.064778,0.74
-,6607,0.250029,0.190492,0.071693,0.74
-,6608,0.248476,0.218443,0.080643,0.72
-,6609,0.247841,0.244533,0.091199,0.71
-,6610,0.248609,0.268237,0.102725,0.75
-,6611,0.250077,0.288937,0.114856,0.91
-,6612,0.252936,0.306099,0.126593,0.56
-,6613,0.257832,0.320138,0.13739,0.81
-,6614,0.262871,0.330362,0.145617,0.78
-,6615,0.267919,0.337587,0.150823,0.78
-,6616,0.271751,0.340739,0.153138,0.65
-,6617,0.274957,0.340484,0.15261,0.93
-,6618,0.27762,0.336672,0.14808,0.74
-,6619,0.281168,0.33039,0.140003,0.8
-,6620,0.286795,0.323054,0.128379,0.83
-,6621,0.292049,0.316823,0.116314,0.78
-,6622,0.29625,0.312589,0.103587,0.82
-,6623,0.29838,0.308606,0.089645,0.75
-,6624,0.29824,0.303015,0.076816,0.94
-,6625,0.299251,0.296055,0.068163,0.95
-,6626,0.300929,0.285787,0.065726,0.73
-,6627,0.302162,0.276181,0.063392,0.66
-,6628,0.30157,0.267075,0.062659,0.91
-,6629,0.301303,0.257956,0.061439,0.71
-,6630,0.301535,0.248527,0.060658,0.68
-,6631,0.301627,0.238974,0.06018,0.73
-,6632,0.301822,0.229184,0.059543,0.7
-,6633,0.302021,0.219041,0.059396,0.83
-,6634,0.302168,0.20873,0.058855,1.24
-,6635,0.302699,0.197832,0.058339,0.81
-,6636,0.302365,0.186658,0.057781,0.85
-,6637,0.302433,0.175707,0.05724,0.81
-,6638,0.302529,0.164774,0.056558,0.87
-,6639,0.3024,0.153746,0.056174,0.87
-,6640,0.302313,0.142648,0.055675,0.76
-,6641,0.302408,0.131459,0.055325,0.97
-,6642,0.302064,0.120162,0.054844,0.87
-,6643,0.302086,0.10891,0.054471,1.04
-,6644,0.301864,0.097631,0.053991,0.91
-,6645,0.301582,0.085975,0.053419,0.64
-,6646,0.301218,0.074815,0.053391,0.82
-,6647,0.301558,0.063666,0.053342,1.07
-,6648,0.301129,0.052727,0.053484,0.92
-,6649,0.301077,0.042067,0.053272,0.84
-,6650,0.301021,0.031494,0.05318,0.88
-,6651,0.30121,0.020919,0.053087,1
-,6652,0.301355,0.010274,0.052905,0.99
-,6653,0.301651,-0.000111,0.052739,0.94
-,6654,0.301819,-0.010979,0.052436,0.88
-,6655,0.301808,-0.021507,0.052402,0.92
-,6656,0.301853,-0.032715,0.051842,0.83
-,6657,0.301751,-0.043751,0.051518,0.91
-,6658,0.30157,-0.054619,0.051215,0.8
-,6659,0.301883,-0.06594,0.050633,0.74
-,6660,0.30195,-0.07685,0.050241,0.72
-,6661,0.302102,-0.087687,0.04986,0.92
-,6662,0.302136,-0.098925,0.049414,0.95
-,6663,0.302321,-0.110207,0.048988,0.97
-,6664,0.302661,-0.121702,0.048419,0.79
-,6665,0.302618,-0.133125,0.047968,0.82
-,6666,0.303049,-0.144581,0.047631,1.16
-,6667,0.302811,-0.156181,0.047196,0.88
-,6668,0.302864,-0.167857,0.046813,0.97
-,6669,0.303065,-0.179603,0.046363,0.93
-,6670,0.303041,-0.19163,0.045844,0.79
-,6671,0.303163,-0.203349,0.045533,0.87
-,6672,0.303292,-0.215182,0.045134,0.88
-,6673,0.303543,-0.227069,0.044641,0.92
-,6674,0.303657,-0.238904,0.044273,0.92
-,6675,0.303984,-0.25116,0.04367,0.79
-,6676,0.304145,-0.263176,0.043379,1.06
-,6677,0.304411,-0.275339,0.043146,1.03
-,6678,0.304588,-0.287317,0.042871,1.05
-,6679,0.304637,-0.299623,0.042437,0.87
-,6680,0.304886,-0.311929,0.042118,0.88
-,6681,0.305116,-0.324428,0.041873,0.96
-,6682,0.305198,-0.337083,0.041724,0.96
-,6683,0.305333,-0.350141,0.041373,0.82
-,6684,0.305234,-0.363095,0.041542,1.16
-,6685,0.305,-0.376364,0.041566,1.17
-,6686,0.304411,-0.389198,0.041621,0.88
-,6687,0.303821,-0.4013,0.041321,0.95
-,6688,0.304093,-0.413815,0.040139,0.99
-,6689,0.302932,-0.423121,0.039181,0.97
-,6690,0.302038,-0.431721,0.037404,0.97
-,6691,0.301491,-0.438912,0.035399,0.94
-,6692,-1,,,
-,6693,0.2995,-0.450577,0.03135,0.99
-,6694,0.299069,-0.456199,0.028021,1.13
-,6695,0.297355,-0.459593,0.024082,0.9
-,6696,0.29457,-0.462383,0.019915,0.82
-,6697,0.291764,-0.452678,0.026107,1.09
-,6698,0.289339,-0.435791,0.033598,0.93
-,6699,0.286748,-0.415184,0.040186,1.01
-,6700,0.285185,-0.392765,0.046202,0.9
-,6701,0.283582,-0.368941,0.051089,1.09
-,6702,0.281502,-0.345206,0.054499,1.01
-,6703,0.279316,-0.321877,0.056716,0.55
-,6704,0.276763,-0.297429,0.057989,0.71
-,6705,0.274116,-0.272681,0.058518,0.77
-,6706,0.271855,-0.247398,0.058457,0.58
-,6707,0.270247,-0.221363,0.057907,0.59
-,6708,0.269447,-0.194424,0.056604,0.75
-,6709,0.268836,-0.166339,0.055472,0.78
-,6710,0.268232,-0.137033,0.054508,0.74
-,6711,0.267069,-0.106768,0.054492,0.72
-,6712,0.265676,-0.076125,0.054337,0.82
-,6713,0.263879,-0.045448,0.054266,0.75
-,6714,0.262037,-0.014637,0.054182,0.83
-,6715,0.260247,0.016141,0.053796,0.86
-,6716,0.258039,0.046947,0.054386,0.89
-,6717,0.255839,0.077653,0.055477,0.72
-,6718,0.253701,0.10854,0.057826,0.86
-,6719,0.25184,0.139283,0.061164,0.83
-,6720,0.25051,0.169937,0.065895,0.83
-,6721,0.249606,0.200087,0.072748,0.77
-,6722,0.249338,0.228752,0.082083,0.88
-,6723,0.249654,0.255379,0.093406,0.79
-,6724,0.250306,0.279579,0.105982,0.76
-,6725,0.251613,0.30088,0.118961,0.83
-,6726,0.253883,0.318371,0.131477,0.82
-,6727,0.257088,0.332012,0.142648,0.78
-,6728,0.261044,0.342563,0.15147,0.82
-,6729,0.264296,0.349959,0.156945,0.71
-,6730,0.26668,0.354354,0.159669,0.79
-,6731,0.268279,0.354468,0.159644,0.75
-,6732,0.270358,0.350704,0.156476,0.73
-,6733,0.273375,0.344482,0.149518,0.84
-,6734,0.277727,0.336403,0.138832,0.8
-,6735,0.28408,0.329226,0.127393,0.96
-,6736,0.2911,0.323031,0.11665,0.84
-,6737,0.296427,0.319468,0.103955,0.9
-,6738,0.299012,0.315533,0.088691,0.8
-,6739,0.297689,0.3102,0.075534,0.81
-,6740,0.297474,0.302302,0.068436,0.93
-,6741,0.30024,0.291892,0.06554,0.86
-,6742,0.302249,0.284194,0.061378,1.07
-,6743,0.301619,0.275635,0.059465,1.15
-,6744,0.302207,0.266913,0.057648,1.17
-,6745,0.30269,0.257988,0.056502,1.19
-,6746,0.302843,0.248639,0.055429,1.12
-,6747,0.303183,0.239244,0.054714,1.15
-,6748,0.303308,0.229553,0.054124,1.16
-,6749,0.303698,0.219567,0.053471,1.22
-,6750,0.303869,0.2092,0.05294,1.15
-,6751,0.303972,0.197944,0.052314,1.14
-,6752,0.303944,0.186872,0.051712,1.12
-,6753,0.303867,0.175774,0.051283,1.08
-,6754,0.304113,0.164903,0.050811,1.12
-,6755,0.303918,0.153658,0.050449,1.2
-,6756,0.303871,0.142473,0.050072,1.2
-,6757,0.303919,0.1312,0.049653,0.87
-,6758,0.303823,0.11976,0.049412,1.23
-,6759,0.303757,0.108084,0.049003,1.24
-,6760,0.303838,0.096674,0.048553,0.93
-,6761,0.304037,0.085146,0.048087,0.94
-,6762,0.304279,0.073577,0.047546,0.98
-,6763,0.304388,0.062099,0.047266,1.24
-,6764,0.304088,0.050783,0.047115,1.24
-,6765,0.304079,0.039717,0.047013,0.83
-,6766,0.304234,0.029233,0.046735,0.85
-,6767,0.304539,0.01866,0.046517,0.91
-,6768,0.304586,0.008362,0.046319,0.89
-,6769,0.304514,-0.002358,0.045902,0.79
-,6770,0.304532,-0.012699,0.045798,0.77
-,6771,0.304484,-0.023237,0.04557,0.74
-,6772,0.304302,-0.033912,0.045275,0.78
-,6773,0.304359,-0.044724,0.045225,0.66
-,6774,0.304345,-0.055274,0.045052,0.69
-,6775,0.30454,-0.066004,0.045142,0.98
-,6776,0.304538,-0.077204,0.045009,0.75
-,6777,0.304506,-0.087766,0.044947,0.98
-,6778,0.304541,-0.098888,0.044728,0.86
-,6779,0.304499,-0.11009,0.044601,0.86
-,6780,0.30446,-0.121269,0.044468,0.93
-,6781,0.304233,-0.132659,0.04414,0.81
-,6782,0.304422,-0.144125,0.044037,0.87
-,6783,0.304345,-0.155524,0.043863,0.86
-,6784,0.304174,-0.167026,0.043684,1.14
-,6785,0.304512,-0.1787,0.043345,0.91
-,6786,0.304247,-0.190257,0.043231,0.93
-,6787,0.304539,-0.202203,0.042742,0.85
-,6788,0.304389,-0.213914,0.042497,0.73
-,6789,0.304675,-0.225554,0.042411,0.9
-,6790,0.304791,-0.237464,0.042177,0.86
-,6791,0.304972,-0.249539,0.042171,1.11
-,6792,0.304785,-0.261565,0.042118,1.05
-,6793,0.304915,-0.273755,0.041929,1.09
-,6794,0.305199,-0.286311,0.041659,0.93
-,6795,0.305157,-0.299008,0.041629,0.84
-,6796,0.305103,-0.311627,0.041666,0.88
-,6797,0.304917,-0.324351,0.041629,0.95
-,6798,0.304581,-0.337094,0.041586,0.97
-,6799,0.303867,-0.348672,0.040923,1.09
-,6800,0.30333,-0.359317,0.039446,1.07
-,6801,0.302336,-0.368272,0.038288,0.92
-,6802,0.301405,-0.375838,0.036792,0.9
-,6803,0.300387,-0.382358,0.034892,0.83
-,6804,0.298736,-0.387891,0.033462,0.93
-,6805,0.296964,-0.392313,0.030424,1.01
-,6806,0.295478,-0.396743,0.026919,0.99
-,6807,0.292113,-0.399188,0.026392,1.02
-,6808,0.288549,-0.395138,0.033138,1.2
-,6809,0.285396,-0.386883,0.040085,1.12
-,6810,0.281561,-0.374943,0.047739,1.17
-,6811,0.278959,-0.360983,0.054669,1.04
-,6812,0.276231,-0.34585,0.062153,0.83
-,6813,0.273993,-0.330337,0.068801,0.85
-,6814,0.271894,-0.314957,0.074719,0.74
-,6815,0.269844,-0.299854,0.079718,0.76
-,6816,0.267517,-0.285116,0.084172,0.68
-,6817,0.265812,-0.270641,0.086904,0.72
-,6818,0.264018,-0.256395,0.088841,0.67
-,6819,0.262221,-0.240925,0.090516,0.79
-,6820,0.261061,-0.224734,0.09189,0.74
-,6821,0.260203,-0.207724,0.093367,0.51
-,6822,0.259718,-0.189742,0.094125,0.71
-,6823,0.259135,-0.171368,0.094845,0.83
-,6824,0.258531,-0.152325,0.094991,0.7
-,6825,0.257558,-0.132909,0.094869,0.66
-,6826,0.256228,-0.113344,0.094483,0.67
-,6827,0.254667,-0.093811,0.093446,0.6
-,6828,0.252793,-0.073717,0.092126,0.73
-,6829,0.250948,-0.053652,0.089896,0.62
-,6830,0.248725,-0.033187,0.088026,0.71
-,6831,0.24671,-0.012468,0.086536,0.7
-,6832,0.244653,0.008711,0.085782,0.74
-,6833,0.242765,0.030191,0.085657,0.79
-,6834,0.241212,0.052103,0.08614,0.85
-,6835,0.239454,0.073605,0.087173,0.83
-,6836,0.237761,0.09475,0.08868,0.83
-,6837,0.235815,0.11558,0.089999,0.83
-,6838,0.233491,0.135823,0.0911,0.88
-,6839,0.231008,0.155375,0.093147,0.77
-,6840,0.228099,0.172995,0.09641,0.82
-,6841,0.225837,0.189083,0.100687,0.87
-,6842,0.223875,0.202653,0.106175,0.8
-,6843,0.222624,0.213622,0.112073,0.81
-,6844,0.222354,0.22183,0.117493,0.98
-,6845,0.223122,0.226913,0.121404,0.79
-,6846,0.224764,0.229538,0.123972,0.86
-,6847,0.2274,0.229379,0.124313,0.86
-,6848,0.230746,0.226382,0.122606,0.87
-,6849,0.236879,0.220831,0.116441,0.77
-,6850,0.245365,0.213316,0.106678,0.85
-,6851,0.252735,0.204823,0.095898,0.67
-,6852,0.258766,0.198362,0.084507,0.83
-,6853,0.259775,0.189957,0.074485,0.88
-,6854,0.260359,0.180282,0.068317,0.93
-,6855,0.262194,0.168147,0.065667,0.86
-,6856,0.263492,0.157335,0.062515,0.82
-,6857,0.262803,0.146186,0.061026,1.01
-,6858,0.262961,0.135737,0.059085,0.79
-,6859,0.263558,0.124916,0.05756,0.9
-,6860,0.263616,0.114563,0.056107,1.03
-,6861,0.263751,0.104053,0.054665,1.04
-,6862,0.263954,0.093901,0.053151,0.97
-,6863,0.263934,0.083501,0.051998,0.93
-,6864,0.264073,0.073102,0.050909,0.93
-,6865,0.264381,0.062783,0.049758,0.99
-,6866,0.2644,0.052137,0.048578,0.79
-,6867,0.264404,0.041858,0.047835,0.81
-,6868,0.264522,0.03174,0.047338,0.85
-,6869,0.264622,0.021493,0.046708,0.88
-,6870,0.26466,0.011379,0.046389,0.86
-,6871,0.264671,0.000915,0.046017,0.85
-,6872,0.264753,-0.009372,0.04574,0.93
-,6873,0.264849,-0.020066,0.045446,0.88
-,6874,0.26485,-0.031003,0.045256,0.84
-,6875,0.264891,-0.041778,0.045124,0.93
-,6876,0.265043,-0.052837,0.044928,0.87
-,6877,0.265045,-0.063974,0.044734,0.88
-,6878,0.26535,-0.075015,0.044522,0.83
-,6879,0.265523,-0.086365,0.044405,0.88
-,6880,0.26546,-0.097916,0.044243,0.8
-,6881,0.265518,-0.109671,0.04388,0.79
-,6882,0.265356,-0.121615,0.043707,0.75
-,6883,0.265412,-0.133098,0.043546,0.8
-,6884,0.265475,-0.144837,0.04338,0.77
-,6885,0.265456,-0.156579,0.043173,0.75
-,6886,0.265517,-0.168419,0.043026,0.71
-,6887,0.265559,-0.179911,0.042964,0.82
-,6888,0.265481,-0.191783,0.042904,0.81
-,6889,0.265556,-0.20362,0.042672,0.82
-,6890,0.265538,-0.215437,0.042518,0.87
-,6891,0.265707,-0.22738,0.042285,0.84
-,6892,0.265729,-0.239346,0.042135,0.89
-,6893,0.265919,-0.25178,0.041724,0.73
-,6894,0.265974,-0.264062,0.041521,0.83
-,6895,0.266061,-0.2763,0.041445,0.89
-,6896,0.265731,-0.288661,0.041355,1
-,6897,0.266054,-0.301273,0.04102,0.92
-,6898,0.266237,-0.314037,0.040761,0.79
-,6899,0.266423,-0.326818,0.041005,1.08
-,6900,0.266529,-0.339784,0.040776,1.02
-,6901,0.266372,-0.352785,0.040788,1.08
-,6902,0.266606,-0.366093,0.040261,0.82
-,6903,0.266507,-0.379091,0.040377,1.13
-,6904,0.266699,-0.392438,0.040178,0.88
-,6905,0.266675,-0.405783,0.040175,0.98
-,6906,0.26677,-0.419093,0.040272,0.99
-,6907,0.266482,-0.43288,0.040359,0.79
-,6908,0.265622,-0.445526,0.040494,1.08
-,6909,0.26592,-0.45767,0.04007,0.99
-,6910,0.265018,-0.467543,0.039124,0.99
-,6911,0.264341,-0.476382,0.037292,1.04
-,6912,-1,,,
-,6913,0.263247,-0.488626,0.03405,0.9
-,6914,0.262373,-0.493988,0.032244,0.94
-,6915,0.261261,-0.498528,0.029214,1.27
-,6916,0.260465,-0.502729,0.025653,1.03
-,6917,0.259287,-0.507136,0.020714,0.99
-,6918,0.257757,-0.506386,0.020769,1.11
-,6919,0.257664,-0.494702,0.028021,1.04
-,6920,0.258031,-0.478699,0.035033,1.03
-,6921,0.259696,-0.459338,0.041314,1.01
-,6922,0.262403,-0.43797,0.047573,0.93
-,6923,0.264924,-0.41546,0.053645,1.17
-,6924,0.267797,-0.392999,0.059086,0.77
-,6925,0.269627,-0.370809,0.063527,0.76
-,6926,0.270271,-0.348788,0.066961,0.72
-,6927,0.269507,-0.326325,0.069344,1.08
-,6928,0.269078,-0.304709,0.070375,0.59
-,6929,0.268097,-0.282432,0.070656,0.55
-,6930,0.266447,-0.258697,0.070769,0.82
-,6931,0.26553,-0.234867,0.07061,0.71
-,6932,0.264068,-0.210412,0.070128,0.79
-,6933,0.262732,-0.185074,0.069585,0.6
-,6934,0.261048,-0.159605,0.068617,0.63
-,6935,0.258627,-0.133598,0.067507,0.61
-,6936,0.256017,-0.107597,0.066116,0.72
-,6937,0.253354,-0.081508,0.064357,0.66
-,6938,0.250573,-0.055275,0.062486,0.69
-,6939,0.247872,-0.028404,0.061188,0.79
-,6940,0.245175,-0.00127,0.060006,0.82
-,6941,0.242512,0.026078,0.059504,0.76
-,6942,0.240066,0.053331,0.060056,0.81
-,6943,0.237941,0.080297,0.061885,0.74
-,6944,0.235778,0.106635,0.065491,0.83
-,6945,0.234301,0.131955,0.070068,0.82
-,6946,0.232909,0.155566,0.075398,0.9
-,6947,0.231844,0.176771,0.080994,0.89
-,6948,0.230694,0.195467,0.086643,0.83
-,6949,0.229918,0.211247,0.092033,0.81
-,6950,0.229456,0.223386,0.097384,0.96
-,6951,0.22878,0.232035,0.102465,0.86
-,6952,0.228321,0.236908,0.106774,0.87
-,6953,0.228104,0.238025,0.108894,0.77
-,6954,0.228206,0.236074,0.108532,1
-,6955,0.229856,0.230771,0.105103,0.78
-,6956,0.234245,0.222955,0.095834,0.75
-,6957,0.239935,0.214382,0.083401,0.67
-,6958,0.246192,0.207836,0.069266,0.83
-,6959,0.24928,0.19913,0.062059,0.95
-,6960,0.248321,0.186525,0.062436,0.84
-,6961,0.248522,0.176478,0.059753,0.99
-,6962,0.249005,0.165828,0.057817,0.95
-,6963,0.248883,0.154649,0.056506,0.98
-,6964,0.248863,0.143407,0.055793,0.9
-,6965,0.249043,0.132586,0.055084,0.89
-,6966,0.248993,0.121569,0.05419,0.86
-,6967,0.248912,0.110912,0.052986,0.89
-,6968,0.249202,0.100298,0.052311,0.99
-,6969,0.249108,0.089533,0.051677,0.98
-,6970,0.249103,0.078738,0.051197,0.92
-,6971,0.249233,0.068094,0.050538,0.97
-,6972,0.249352,0.057218,0.050057,0.96
-,6973,0.249199,0.046498,0.049635,0.86
-,6974,0.249157,0.035658,0.049311,0.89
-,6975,0.249162,0.024814,0.049169,0.93
-,6976,0.249218,0.014171,0.048965,0.96
-,6977,0.249158,0.00311,0.048768,0.93
-,6978,0.249157,-0.008078,0.048684,0.85
-,6979,0.249103,-0.019112,0.048557,0.95
-,6980,0.249175,-0.03034,0.048342,0.85
-,6981,0.24914,-0.041616,0.04823,0.86
-,6982,0.249203,-0.053076,0.048035,0.85
-,6983,0.249486,-0.064223,0.04767,0.84
-,6984,0.249662,-0.075826,0.047564,0.87
-,6985,0.249745,-0.087568,0.047019,0.76
-,6986,0.24983,-0.099198,0.046718,0.76
-,6987,0.249706,-0.110894,0.046435,0.76
-,6988,0.249862,-0.122475,0.046136,0.75
-,6989,0.249914,-0.134318,0.045733,0.76
-,6990,0.250088,-0.146004,0.045346,0.75
-,6991,0.250226,-0.157687,0.045143,0.93
-,6992,0.250384,-0.169578,0.044821,1.18
-,6993,0.250413,-0.181664,0.044494,0.83
-,6994,0.250512,-0.193657,0.044181,0.77
-,6995,0.250565,-0.205534,0.044063,0.87
-,6996,0.250804,-0.217524,0.043641,0.81
-,6997,0.250703,-0.229763,0.043433,0.87
-,6998,0.2509,-0.242185,0.04312,0.77
-,6999,0.250915,-0.254389,0.042831,0.76
-,7000,0.250935,-0.266531,0.042678,0.84
-,7001,0.250707,-0.278833,0.042448,1.07
-,7002,0.251075,-0.291408,0.042193,0.93
-,7003,0.251216,-0.303911,0.041971,0.94
-,7004,0.251296,-0.316584,0.041551,0.88
-,7005,0.25152,-0.329188,0.041605,1.06
-,7006,0.25151,-0.341836,0.041383,0.92
-,7007,0.251649,-0.354517,0.041149,0.93
-,7008,0.251564,-0.367585,0.041051,0.88
-,7009,0.251636,-0.380477,0.041019,1.02
-,7010,0.251873,-0.393807,0.040775,0.93
-,7011,0.252054,-0.407287,0.040638,0.95
-,7012,0.251876,-0.420733,0.040588,1.03
-,7013,0.251996,-0.434445,0.040503,0.8
-,7014,0.25181,-0.447725,0.040649,0.96
-,7015,0.25092,-0.460353,0.040785,1.02
-,7016,0.251155,-0.473032,0.040013,1.07
-,7017,0.250256,-0.482957,0.038936,1
-,7018,0.249267,-0.491874,0.036661,1.11
-,7019,0.248795,-0.498472,0.034615,0.92
-,7020,0.247855,-0.504197,0.033013,0.95
-,7021,0.246963,-0.508681,0.030167,0.89
-,7022,0.246129,-0.511923,0.026559,0.99
-,7023,0.244774,-0.515371,0.021658,1.24
-,7024,0.244864,-0.517127,0.022488,0.93
-,7025,0.246729,-0.509605,0.030716,0.88
-,7026,0.249276,-0.498081,0.03903,0.86
-,7027,0.252992,-0.483321,0.046317,1.08
-,7028,0.257803,-0.466123,0.053198,0.92
-,7029,0.262726,-0.44682,0.060122,0.83
-,7030,0.267675,-0.426537,0.066396,0.82
-,7031,0.271866,-0.405202,0.073187,1.02
-,7032,0.275485,-0.384173,0.079178,0.91
-,7033,0.278457,-0.363256,0.084323,1.11
-,7034,0.280139,-0.342938,0.088396,0.77
-,7035,0.280862,-0.323144,0.090995,0.58
-,7036,0.280551,-0.303749,0.092304,0.72
-,7037,0.278678,-0.283723,0.093491,0.83
-,7038,0.277233,-0.264117,0.093565,0.73
-,7039,0.275586,-0.244157,0.093093,0.66
-,7040,0.273499,-0.223726,0.092194,0.81
-,7041,0.271296,-0.203361,0.091177,1.04
-,7042,0.269582,-0.181387,0.089979,0.75
-,7043,0.267793,-0.159976,0.088459,0.72
-,7044,0.265913,-0.137663,0.087351,0.7
-,7045,0.263755,-0.115067,0.086269,0.74
-,7046,0.261882,-0.092679,0.085012,0.74
-,7047,0.26021,-0.070263,0.084027,0.88
-,7048,0.259306,-0.04811,0.082495,0.77
-,7049,0.258783,-0.02649,0.081157,0.71
-,7050,0.258922,-0.004859,0.080469,0.86
-,7051,0.260043,0.016719,0.079566,0.71
-,7052,0.261159,0.037843,0.079451,0.81
-,7053,0.262587,0.058467,0.079141,0.69
-,7054,0.263862,0.079351,0.079706,0.91
-,7055,0.264225,0.099418,0.080411,0.9
-,7056,0.264016,0.119151,0.082215,1.14
-,7057,0.263021,0.137993,0.084224,1.23
-,7058,0.262328,0.156025,0.087235,1.27
-,7059,0.261372,0.172077,0.090278,1.1
-,7060,0.259675,0.186672,0.093912,1.05
-,7061,0.257976,0.199157,0.09787,0.75
-,7062,0.256434,0.209254,0.101965,0.8
-,7063,0.255126,0.21719,0.105801,0.82
-,7064,0.25393,0.222324,0.109159,0.77
-,7065,0.253464,0.224542,0.111815,0.89
-,7066,0.253931,0.223895,0.113139,0.86
-,7067,0.255534,0.220577,0.112643,0.83
-,7068,0.26023,0.214836,0.106575,0.72
-,7069,0.266235,0.207546,0.095395,0.8
-,7070,0.270877,0.200391,0.081763,0.85
-,7071,0.273164,0.192912,0.070471,0.88
-,7072,0.273849,0.181794,0.065545,0.83
-,7073,0.275471,0.16996,0.063621,0.95
-,7074,0.2757,0.158503,0.062487,0.94
-,7075,0.274988,0.147981,0.060578,0.82
-,7076,0.275456,0.137202,0.058579,0.87
-,7077,0.275774,0.126261,0.057295,1.24
-,7078,0.27567,0.115522,0.055932,1.14
-,7079,0.275811,0.104977,0.05444,1.25
-,7080,0.27592,0.094702,0.052936,0.79
-,7081,0.276213,0.084216,0.051559,1.04
-,7082,0.276633,0.073984,0.050405,1.02
-,7083,0.276801,0.063286,0.049275,0.99
-,7084,0.276763,0.053045,0.048447,0.82
-,7085,0.276834,0.042668,0.04799,1.03
-,7086,0.277059,0.032292,0.047466,0.94
-,7087,0.277146,0.021852,0.046992,0.98
-,7088,0.277106,0.011429,0.046753,0.85
-,7089,0.277157,0.001022,0.046418,0.92
-,7090,0.277166,-0.009476,0.046211,0.85
-,7091,0.277216,-0.020146,0.046127,0.93
-,7092,0.277244,-0.031043,0.045931,0.9
-,7093,0.277223,-0.042239,0.045837,0.93
-,7094,0.277261,-0.05334,0.045717,0.94
-,7095,0.277302,-0.064524,0.045561,0.91
-,7096,0.277344,-0.07577,0.045412,0.86
-,7097,0.277704,-0.086805,0.045261,0.86
-,7098,0.277696,-0.098287,0.045082,0.88
-,7099,0.27787,-0.109894,0.04491,0.88
-,7100,0.278053,-0.121413,0.044733,0.97
-,7101,0.277766,-0.133568,0.044325,0.73
-,7102,0.277805,-0.145296,0.044271,0.79
-,7103,0.277997,-0.157081,0.044115,0.72
-,7104,0.27804,-0.168735,0.043946,0.78
-,7105,0.277858,-0.180732,0.043718,0.65
-,7106,0.277905,-0.1923,0.043809,1.02
-,7107,0.277847,-0.204266,0.043626,0.99
-,7108,0.278017,-0.216342,0.043464,0.97
-,7109,0.278211,-0.228655,0.043029,0.83
-,7110,0.27832,-0.240675,0.04291,0.88
-,7111,0.278383,-0.25301,0.042754,0.95
-,7112,0.278437,-0.26555,0.042558,0.92
-,7113,0.27822,-0.277779,0.042456,1.19
-,7114,0.278676,-0.290466,0.042033,0.81
-,7115,0.27871,-0.302713,0.041904,0.87
-,7116,0.278807,-0.315243,0.041726,0.91
-,7117,0.278916,-0.327848,0.041737,1.08
-,7118,0.279023,-0.340574,0.041558,1.08
-,7119,0.278906,-0.353418,0.041252,0.97
-,7120,0.279219,-0.36626,0.041008,0.88
-,7121,0.279363,-0.379158,0.04079,0.89
-,7122,0.27924,-0.392048,0.04068,1.23
-,7123,0.279792,-0.405179,0.040575,1.11
-,7124,0.279795,-0.418365,0.040619,1.26
-,7125,0.279826,-0.431823,0.040435,0.93
-,7126,0.280126,-0.445368,0.040243,0.99
-,7127,0.279843,-0.458984,0.040358,0.86
-,7128,0.279486,-0.472091,0.040617,0.95
-,7129,0.27885,-0.484637,0.040685,1.18
-,7130,0.278832,-0.497179,0.03996,1.14
-,7131,0.278021,-0.507748,0.038948,0.85
-,7132,0.277333,-0.51642,0.037575,0.88
-,7133,0.276778,-0.523536,0.036022,0.85
-,7134,0.276229,-0.529505,0.034501,0.75
-,7135,0.275586,-0.534772,0.032765,1.17
-,7136,0.274568,-0.539946,0.031164,1.02
-,7137,0.273586,-0.544247,0.027423,1.04
-,7138,0.272741,-0.54856,0.023277,1.01
-,7139,0.271388,-0.551576,0.019721,1.01
