File,Frame,X,Y,Z,Reliability
-,1934,0.274255,-0.430595,0.04119,1.23
-,1935,0.273847,-0.443974,0.041377,1.25
-,1936,0.27338,-0.456787,0.041479,0.87
-,1937,0.272549,-0.468642,0.041458,0.96
-,1938,0.272161,-0.479905,0.040932,0.79
-,1939,0.271982,-0.489329,0.03971,0.81
-,1940,0.271419,-0.496998,0.038465,1.04
-,1941,0.270488,-0.50412,0.036528,1.03
-,1942,0.269949,-0.509681,0.034797,1.07
-,1943,0.26898,-0.514904,0.033063,1.12
-,1944,0.268249,-0.51944,0.030435,0.97
-,1945,0.266617,-0.522445,0.026538,1.02
-,1946,0.264698,-0.524889,0.021755,0.95
-,1947,0.262284,-0.522694,0.019824,1.28
-,1948,0.258769,-0.505263,0.028798,0.92
-,1949,0.256168,-0.484076,0.035966,1.03
-,1950,0.254164,-0.461458,0.041647,0.99
-,1951,0.252063,-0.437772,0.046478,0.95
-,1952,0.249441,-0.413504,0.049953,0.83
-,1953,0.245913,-0.388871,0.052329,0.93
-,1954,0.242196,-0.363788,0.053772,0.73
-,1955,0.237703,-0.337617,0.055014,0.91
-,1956,0.233764,-0.311717,0.055063,0.58
-,1957,0.230338,-0.284705,0.054787,0.77
-,1958,0.227893,-0.256934,0.054025,0.89
-,1959,0.226955,-0.228672,0.053001,0.78
-,1960,0.226758,-0.198884,0.051926,0.74
-,1961,0.226671,-0.16822,0.051433,0.79
-,1962,0.226499,-0.136995,0.051712,0.79
-,1963,0.22658,-0.105768,0.051579,0.68
-,1964,0.226821,-0.074252,0.051394,0.77
-,1965,0.22709,-0.042721,0.051507,0.87
-,1966,0.226799,-0.011443,0.051785,0.89
-,1967,0.226669,0.01985,0.052694,0.87
-,1968,0.226299,0.051264,0.054635,0.86
-,1969,0.226024,0.082669,0.057678,0.87
-,1970,0.225656,0.11384,0.062152,0.86
-,1971,0.2254,0.144206,0.06885,0.8
-,1972,0.224932,0.173576,0.078341,0.93
-,1973,0.224743,0.200632,0.089804,0.85
-,1974,0.224748,0.225174,0.102922,0.72
-,1975,0.22529,0.246758,0.116977,0.82
-,1976,0.226881,0.264813,0.130952,0.87
-,1977,0.22921,0.278975,0.143756,0.81
-,1978,0.23199,0.289227,0.153672,0.68
-,1979,0.234249,0.29664,0.160552,0.79
-,1980,0.235257,0.29978,0.164098,0.84
-,1981,0.235803,0.298124,0.163812,0.8
-,1982,0.237495,0.293557,0.159009,0.72
-,1983,0.241547,0.286725,0.149362,0.85
-,1984,0.247027,0.277851,0.136161,0.84
-,1985,0.253937,0.268854,0.122251,0.79
-,1986,0.262067,0.26199,0.110816,0.66
-,1987,0.270224,0.257676,0.099574,0.93
-,1988,0.275017,0.252177,0.086786,0.73
-,1989,0.275743,0.247148,0.072383,0.95
-,1990,0.274828,0.2396,0.064727,1.01
-,1991,0.27544,0.22874,0.064573,0.86
-,1992,0.277398,0.219917,0.06125,1.11
-,1993,0.276725,0.211101,0.058695,0.98
-,1994,0.277412,0.20113,0.057528,1.1
-,1995,0.278021,0.190648,0.056468,1.07
-,1996,0.277943,0.179665,0.05566,1.11
-,1997,0.278013,0.168569,0.054991,1.14
-,1998,0.27793,0.157629,0.05423,1.05
-,1999,0.278128,0.146755,0.053681,1.18
-,2000,0.278364,0.136221,0.053085,1.16
-,2001,0.278341,0.125373,0.052512,1.12
-,2002,0.278269,0.114631,0.052011,1.19
-,2003,0.278284,0.103651,0.051457,1.17
-,2004,0.27823,0.092525,0.050926,1.16
-,2005,0.278401,0.081318,0.050586,1.24
-,2006,0.278639,0.070124,0.050031,1.12
-,2007,0.278904,0.059008,0.049954,1.25
-,2008,0.278661,0.048017,0.049851,1.21
-,2009,0.278672,0.037293,0.049883,1.19
-,2010,0.278581,0.026688,0.049759,1.12
-,2011,0.278592,0.016063,0.049721,1.18
-,2012,0.278881,0.005553,0.049821,1.21
-,2013,0.278881,-0.005176,0.049749,1.22
-,2014,0.27875,-0.016331,0.049521,1.28
-,2015,0.278779,-0.02734,0.049522,1.22
-,2016,0.278915,-0.038372,0.049434,1.11
-,2017,0.278947,-0.049568,0.049192,1.21
-,2018,0.278929,-0.060647,0.048883,1.15
-,2019,0.27933,-0.071701,0.04894,1.24
-,2020,0.279222,-0.083171,0.048517,1.07
-,2021,0.279258,-0.09486,0.0481,1.22
-,2022,0.279326,-0.106451,0.047757,0.85
-,2023,0.278969,-0.118428,0.04768,1.14
-,2024,0.278934,-0.130086,0.047272,1.18
-,2025,0.279212,-0.142085,0.046913,1.2
-,2026,0.279174,-0.153942,0.046904,0.88
-,2027,0.279226,-0.165448,0.046426,1.21
-,2028,0.279418,-0.177086,0.046105,1.28
-,2029,0.279343,-0.188897,0.045729,0.87
-,2030,0.279312,-0.200866,0.045341,1.17
-,2031,0.279587,-0.212764,0.04501,0.93
-,2032,0.279628,-0.224747,0.044805,0.98
-,2033,0.279564,-0.23685,0.044497,1.25
-,2034,0.279572,-0.248947,0.044205,0.95
-,2035,0.279653,-0.261304,0.043813,0.71
-,2036,0.279761,-0.27324,0.043626,0.89
-,2037,0.280065,-0.285468,0.043389,0.96
-,2038,0.28006,-0.297652,0.043128,0.99
-,2039,0.280314,-0.310049,0.04294,1.03
-,2040,0.280287,-0.322867,0.042642,1.25
-,2041,0.280559,-0.335233,0.042323,0.93
-,2042,0.28088,-0.347806,0.042078,1.14
-,2043,0.280555,-0.360333,0.041949,1.1
-,2044,0.280663,-0.373448,0.041636,1.28
-,2045,0.281357,-0.386534,0.041279,1.09
-,2046,0.281429,-0.399486,0.041146,0.94
-,2047,0.281379,-0.412466,0.041181,1
-,2048,0.281746,-0.426297,0.040791,1.09
-,2049,0.281387,-0.439494,0.04112,0.94
-,2050,0.28084,-0.452929,0.041171,0.94
-,2051,0.2801,-0.465058,0.041299,1.13
-,2052,0.279654,-0.476809,0.040209,1.09
-,2053,0.278941,-0.485727,0.038943,0.93
-,2054,0.278204,-0.49317,0.037027,1.12
-,2055,0.277322,-0.498957,0.035414,0.86
-,2056,0.276809,-0.504221,0.033602,0.91
-,2057,0.275301,-0.508514,0.031686,1.26
-,2058,0.274333,-0.513179,0.027948,0.99
-,2059,0.272629,-0.516456,0.023435,0.91
-,2060,0.269724,-0.518422,0.018197,1.13
-,2061,0.267561,-0.505519,0.024221,1.24
-,2062,0.264984,-0.485046,0.032272,0.99
-,2063,0.262135,-0.461391,0.038864,0.86
-,2064,0.260547,-0.435869,0.044217,0.96
-,2065,0.258588,-0.409589,0.048773,0.91
-,2066,0.25585,-0.383516,0.051781,0.97
-,2067,0.252596,-0.356916,0.054321,0.88
-,2068,0.249236,-0.330365,0.055543,0.8
-,2069,0.245973,-0.303683,0.05636,0.51
-,2070,0.243023,-0.276038,0.056491,0.73
-,2071,0.240891,-0.248065,0.056311,0.79
-,2072,0.239338,-0.218931,0.055668,0.92
-,2073,0.238196,-0.189286,0.054464,0.82
-,2074,0.236851,-0.159189,0.053137,0.69
-,2075,0.235301,-0.127934,0.052404,0.69
-,2076,0.233702,-0.096461,0.052138,0.79
-,2077,0.232164,-0.064189,0.052146,0.81
-,2078,0.230708,-0.032314,0.052491,0.76
-,2079,0.229263,0.00002,0.053701,0.84
-,2080,0.227736,0.032337,0.055445,0.86
-,2081,0.226501,0.064418,0.058157,0.83
-,2082,0.22525,0.096194,0.062093,0.77
-,2083,0.224603,0.127861,0.067673,0.81
-,2084,0.224042,0.158766,0.075466,0.85
-,2085,0.223548,0.187763,0.085506,0.73
-,2086,0.223194,0.214539,0.097659,0.88
-,2087,0.223231,0.238771,0.111015,0.85
-,2088,0.223775,0.259569,0.12484,0.77
-,2089,0.22531,0.276761,0.138018,0.74
-,2090,0.228171,0.290239,0.14953,0.77
-,2091,0.231738,0.300032,0.157703,0.84
-,2092,0.234723,0.306932,0.162609,0.8
-,2093,0.236538,0.309894,0.16444,0.8
-,2094,0.237544,0.308535,0.163302,0.89
-,2095,0.238685,0.303703,0.157734,0.86
-,2096,0.241054,0.296905,0.147829,0.8
-,2097,0.244493,0.287529,0.134864,0.81
-,2098,0.250264,0.278051,0.121119,0.87
-,2099,0.257261,0.271365,0.109517,0.9
-,2100,0.263267,0.266895,0.098181,0.96
-,2101,0.266469,0.261564,0.084612,0.86
-,2102,0.266343,0.256985,0.069111,0.8
-,2103,0.268384,0.248677,0.062872,1.05
-,2104,0.269994,0.237697,0.06342,0.86
-,2105,0.269882,0.229287,0.060684,1.11
-,2106,0.269796,0.22056,0.058516,0.91
-,2107,0.270416,0.211033,0.056932,0.96
-,2108,0.270717,0.201356,0.055844,1.11
-,2109,0.27101,0.190635,0.055017,1.16
-,2110,0.271184,0.179768,0.054151,1.22
-,2111,0.271312,0.168909,0.053309,1.15
-,2112,0.271324,0.158037,0.052597,1.12
-,2113,0.2714,0.147265,0.052075,1.21
-,2114,0.271411,0.136502,0.051468,1.14
-,2115,0.271541,0.125365,0.05072,1.09
-,2116,0.27141,0.114582,0.050132,0.71
-,2117,0.271517,0.104022,0.049554,1.23
-,2118,0.27162,0.092948,0.048874,1.27
-,2119,0.271888,0.081922,0.04849,0.99
-,2120,0.271852,0.070642,0.047743,0.83
-,2121,0.272134,0.059471,0.047553,0.83
-,2122,0.271913,0.04852,0.047505,1.27
-,2123,0.271924,0.037651,0.047494,1.22
-,2124,0.271773,0.026915,0.047238,1.22
-,2125,0.272009,0.016062,0.047044,0.83
-,2126,0.272116,0.005449,0.047106,0.94
-,2127,0.27202,-0.005227,0.046867,0.81
-,2128,0.271994,-0.016011,0.046935,1.19
-,2129,0.271996,-0.02691,0.046821,1.21
-,2130,0.272128,-0.038031,0.0466,0.76
-,2131,0.272259,-0.048848,0.04636,0.74
-,2132,0.272503,-0.059929,0.046301,0.91
-,2133,0.272377,-0.071239,0.046146,1.26
-,2134,0.272218,-0.082902,0.045723,0.64
-,2135,0.272128,-0.09444,0.045725,0.65
-,2136,0.272395,-0.105842,0.045632,0.74
-,2137,0.272377,-0.117477,0.045304,0.69
-,2138,0.272505,-0.128978,0.045041,0.7
-,2139,0.272708,-0.140375,0.045002,1.06
-,2140,0.272415,-0.152132,0.044697,0.88
-,2141,0.272813,-0.163916,0.044488,0.94
-,2142,0.272834,-0.175604,0.044308,0.91
-,2143,0.272827,-0.187531,0.044087,0.96
-,2144,0.272771,-0.199408,0.043872,0.95
-,2145,0.272822,-0.21126,0.043657,0.97
-,2146,0.272853,-0.22338,0.043294,0.89
-,2147,0.272833,-0.235328,0.043039,0.79
-,2148,0.273314,-0.247161,0.0427,0.83
-,2149,0.273212,-0.259115,0.042698,0.96
-,2150,0.273232,-0.271125,0.042542,0.91
-,2151,0.273096,-0.283094,0.042264,0.89
-,2152,0.273063,-0.295159,0.042084,1.04
-,2153,0.273032,-0.307495,0.041771,1.19
-,2154,0.273491,-0.319709,0.041628,0.97
-,2155,0.273498,-0.332047,0.041395,0.92
-,2156,0.273507,-0.344535,0.04127,1.03
-,2157,0.273569,-0.357198,0.041253,1.2
-,2158,0.2739,-0.370342,0.04071,0.83
-,2159,0.274102,-0.383078,0.040543,0.92
-,2160,0.274196,-0.396076,0.040386,0.93
-,2161,0.273973,-0.409408,0.040443,0.97
-,2162,0.273971,-0.423113,0.040403,0.75
-,2163,0.273819,-0.436241,0.040576,0.94
-,2164,0.272715,-0.448975,0.040583,1.03
-,2165,0.272445,-0.460555,0.040238,0.98
-,2166,0.271793,-0.470399,0.039065,0.99
-,2167,0.270998,-0.477988,0.036993,1.08
-,2168,0.270415,-0.484295,0.035263,0.98
-,2169,0.270572,-0.490759,0.032867,0.69
-,2170,0.269455,-0.49579,0.031485,1.01
-,2171,0.269045,-0.500991,0.028156,0.97
-,2172,0.267632,-0.504366,0.024645,0.99
-,2173,0.266403,-0.508702,0.018578,1.02
-,2174,0.264897,-0.50193,0.021379,0.89
-,2175,0.265658,-0.482758,0.028707,0.84
-,2176,0.267001,-0.459931,0.034614,0.91
-,2177,0.268859,-0.434401,0.040545,0.85
-,2178,0.271285,-0.408075,0.045419,0.72
-,2179,0.273185,-0.381885,0.048503,0.7
-,2180,0.274067,-0.355358,0.050733,0.76
-,2181,0.274332,-0.328447,0.052275,0.81
-,2182,0.274081,-0.301359,0.053119,0.89
-,2183,0.274071,-0.273891,0.053543,0.79
-,2184,0.274019,-0.245623,0.05361,0.83
-,2185,0.274023,-0.217079,0.053179,0.67
-,2186,0.273926,-0.187599,0.052484,0.67
-,2187,0.273011,-0.157612,0.051078,0.73
-,2188,0.271408,-0.126734,0.050676,0.74
-,2189,0.268992,-0.095684,0.050661,0.64
-,2190,0.266204,-0.064471,0.050848,0.88
-,2191,0.263105,-0.033012,0.050792,0.84
-,2192,0.25975,-0.001749,0.051406,0.87
-,2193,0.256071,0.029401,0.052986,0.82
-,2194,0.252417,0.060492,0.055065,0.78
-,2195,0.248797,0.091523,0.058288,0.75
-,2196,0.24564,0.122127,0.062748,0.79
-,2197,0.243119,0.152413,0.069131,0.77
-,2198,0.2413,0.181241,0.077657,0.79
-,2199,0.240241,0.208353,0.088174,0.72
-,2200,0.240033,0.232831,0.099855,0.78
-,2201,0.240667,0.254238,0.111944,0.7
-,2202,0.242272,0.272594,0.123883,0.97
-,2203,0.245659,0.286987,0.134534,0.92
-,2204,0.250042,0.297498,0.142959,0.84
-,2205,0.254532,0.304971,0.148783,0.87
-,2206,0.258705,0.309287,0.151237,0.86
-,2207,0.262149,0.309792,0.151125,0.85
-,2208,0.265002,0.306837,0.147454,0.82
-,2209,0.267927,0.300733,0.140812,0.83
-,2210,0.273323,0.293223,0.12971,0.79
-,2211,0.27859,0.286398,0.117063,0.64
-,2212,0.283916,0.282631,0.103745,0.78
-,2213,0.286106,0.279325,0.089041,0.78
-,2214,0.285574,0.274311,0.074987,0.94
-,2215,0.286335,0.267423,0.065795,1.12
-,2216,0.289018,0.256762,0.063766,0.82
-,2217,0.289931,0.247747,0.061463,0.76
-,2218,0.289328,0.239223,0.059299,1.13
-,2219,0.28992,0.230026,0.057855,1.06
-,2220,0.290157,0.220646,0.056844,1.01
-,2221,0.29032,0.21133,0.055715,1.13
-,2222,0.29072,0.200843,0.055018,1.17
-,2223,0.291105,0.190511,0.054173,1.12
-,2224,0.290738,0.179506,0.053253,0.86
-,2225,0.290796,0.168566,0.052414,1.13
-,2226,0.290904,0.15812,0.051849,1.17
-,2227,0.291087,0.147277,0.051129,1.18
-,2228,0.291005,0.136416,0.05035,0.73
-,2229,0.291182,0.125749,0.049986,1.22
-,2230,0.291042,0.114732,0.049327,0.88
-,2231,0.29148,0.103834,0.048808,1.16
-,2232,0.291394,0.092442,0.048164,1.16
-,2233,0.291581,0.080949,0.047621,0.98
-,2234,0.291605,0.06951,0.046751,0.73
-,2235,0.292039,0.058704,0.046438,0.76
-,2236,0.291618,0.047467,0.04645,1.2
-,2237,0.291672,0.036218,0.046395,1.26
-,2238,0.291903,0.025619,0.046164,0.95
-,2239,0.291679,0.014719,0.045757,0.7
-,2240,0.291932,0.00428,0.045729,0.95
-,2241,0.292198,-0.006205,0.045903,0.89
-,2242,0.291975,-0.017231,0.045249,0.7
-,2243,0.292205,-0.027867,0.045337,0.86
-,2244,0.292323,-0.038586,0.045343,0.87
-,2245,0.29203,-0.049912,0.04498,0.86
-,2246,0.292412,-0.060576,0.044954,0.74
-,2247,0.292201,-0.07201,0.044955,0.78
-,2248,0.292114,-0.083083,0.0448,1.19
-,2249,0.292225,-0.093865,0.044921,0.97
-,2250,0.292309,-0.105282,0.044503,0.72
-,2251,0.292205,-0.116593,0.044674,0.95
-,2252,0.292403,-0.127886,0.0445,0.94
-,2253,0.292465,-0.139379,0.044362,0.93
-,2254,0.292526,-0.150962,0.044209,0.94
-,2255,0.292549,-0.162651,0.043978,0.96
-,2256,0.292433,-0.174397,0.043731,0.84
-,2257,0.292386,-0.186401,0.043528,0.86
-,2258,0.292421,-0.198486,0.043176,0.78
-,2259,0.292693,-0.210197,0.043165,0.9
-,2260,0.29238,-0.222041,0.042984,0.94
-,2261,0.292722,-0.234154,0.042769,0.94
-,2262,0.292589,-0.246135,0.042472,0.85
-,2263,0.292641,-0.25823,0.042347,0.87
-,2264,0.292935,-0.270582,0.042023,0.8
-,2265,0.293002,-0.282899,0.041851,0.76
-,2266,0.293138,-0.294991,0.041848,1.11
-,2267,0.293338,-0.307505,0.041506,0.9
-,2268,0.293137,-0.319952,0.041533,1.02
-,2269,0.293534,-0.332831,0.040975,0.85
-,2270,0.293749,-0.345347,0.040824,0.91
-,2271,0.293828,-0.358163,0.040762,1.13
-,2272,0.293757,-0.371274,0.04055,0.96
-,2273,0.29385,-0.384561,0.040255,0.84
-,2274,0.293651,-0.397477,0.040297,0.92
-,2275,0.293363,-0.410528,0.040228,0.95
-,2276,0.293017,-0.42299,0.040093,0.94
-,2277,0.29256,-0.434648,0.039407,1
-,2278,0.291849,-0.444653,0.037898,1.06
-,2279,0.291156,-0.452445,0.036249,0.84
-,2280,0.290483,-0.458494,0.034599,0.89
-,2281,0.289821,-0.464313,0.032554,0.87
-,2282,0.28845,-0.469217,0.030972,1.24
-,2283,0.288119,-0.474541,0.027579,0.97
-,2284,0.286769,-0.478621,0.023415,1.15
-,2285,0.284878,-0.482655,0.018233,0.91
-,2286,0.283929,-0.47615,0.022045,1.12
-,2287,0.283416,-0.458561,0.028846,1.22
-,2288,0.283971,-0.435779,0.035712,1.05
-,2289,0.285555,-0.40962,0.043398,1.02
-,2290,0.287705,-0.383091,0.050742,1.07
-,2291,0.289995,-0.359279,0.055458,1.11
-,2292,0.293017,-0.337685,0.058646,0.92
-,2293,0.296151,-0.316945,0.060741,0.82
-,2294,0.298397,-0.295863,0.062452,0.69
-,2295,0.299474,-0.274006,0.064148,0.8
-,2296,0.300035,-0.251539,0.065273,0.7
-,2297,0.299302,-0.22891,0.065414,0.64
-,2298,0.296739,-0.205925,0.065064,0.78
-,2299,0.29284,-0.182395,0.064705,0.55
-,2300,0.287188,-0.158847,0.063875,0.66
-,2301,0.281501,-0.135117,0.06352,0.64
-,2302,0.275951,-0.111276,0.063745,0.81
-,2303,0.270763,-0.087607,0.064432,0.86
-,2304,0.265871,-0.063933,0.064861,0.8
-,2305,0.26191,-0.040297,0.066498,0.84
-,2306,0.258374,-0.016658,0.069249,0.95
-,2307,0.25528,0.006874,0.072325,0.86
-,2308,0.252451,0.029873,0.075989,0.75
-,2309,0.250043,0.052511,0.080037,0.81
-,2310,0.248198,0.074313,0.083863,0.84
-,2311,0.246491,0.0956,0.087456,0.94
-,2312,0.244547,0.116382,0.090952,0.89
-,2313,0.242607,0.136214,0.094197,0.81
-,2314,0.24014,0.155873,0.097814,0.83
-,2315,0.237898,0.174605,0.102321,0.89
-,2316,0.235109,0.192001,0.107761,0.86
-,2317,0.232611,0.207665,0.113986,0.86
-,2318,0.229833,0.221776,0.120259,0.77
-,2319,0.227348,0.233622,0.126495,0.86
-,2320,0.224835,0.24318,0.132005,0.8
-,2321,0.222413,0.250179,0.136475,0.76
-,2322,0.220783,0.254485,0.139548,0.88
-,2323,0.220175,0.256181,0.140238,0.75
-,2324,0.221489,0.255537,0.13816,0.71
-,2325,0.225936,0.252627,0.132573,0.76
-,2326,0.232929,0.247168,0.122699,0.87
-,2327,0.240618,0.24,0.111763,0.83
-,2328,0.247151,0.234511,0.099614,0.84
-,2329,0.24949,0.2289,0.087455,0.82
-,2330,0.248311,0.222119,0.074978,0.92
-,2331,0.250114,0.213908,0.065862,0.96
-,2332,0.2523,0.20404,0.061368,0.91
-,2333,0.252652,0.193199,0.059602,0.95
-,2334,0.252866,0.183481,0.056258,0.94
-,2335,0.253332,0.172366,0.054584,0.88
-,2336,0.25333,0.1621,0.052945,1.03
-,2337,0.253545,0.15151,0.051826,0.92
-,2338,0.253538,0.141074,0.050911,0.93
-,2339,0.253544,0.130645,0.050166,0.83
-,2340,0.253628,0.120139,0.04953,0.91
-,2341,0.253785,0.109627,0.048869,0.83
-,2342,0.253962,0.09894,0.048061,0.87
-,2343,0.25428,0.088676,0.047415,0.81
-,2344,0.254315,0.077571,0.046943,0.87
-,2345,0.254397,0.066673,0.046232,0.9
-,2346,0.254362,0.055687,0.045659,0.84
-,2347,0.254145,0.045113,0.044889,0.88
-,2348,0.254296,0.034045,0.044633,0.88
-,2349,0.254204,0.023103,0.044339,0.88
-,2350,0.25403,0.012247,0.044061,0.88
-,2351,0.254098,0.001333,0.043884,0.85
-,2352,0.254158,-0.009259,0.043731,0.87
-,2353,0.25417,-0.020119,0.04368,0.91
-,2354,0.254209,-0.03088,0.043544,0.9
-,2355,0.254261,-0.0416,0.043391,1.03
-,2356,0.254173,-0.052654,0.043233,1.04
-,2357,0.2543,-0.063799,0.043074,1.06
-,2358,0.254129,-0.075338,0.042888,1.02
-,2359,0.254292,-0.086542,0.042817,0.95
-,2360,0.254313,-0.097984,0.042692,1.03
-,2361,0.254371,-0.109694,0.042504,1
-,2362,0.254322,-0.121298,0.042458,0.76
-,2363,0.254268,-0.132794,0.042544,1.18
-,2364,0.254485,-0.14417,0.042296,0.88
-,2365,0.253851,-0.155673,0.042599,1.23
-,2366,0.254017,-0.167604,0.042438,1.15
-,2367,0.254289,-0.179724,0.042061,1.01
-,2368,0.254193,-0.191525,0.042104,1.08
-,2369,0.254114,-0.20377,0.042008,1.11
-,2370,0.254147,-0.216124,0.041885,1.16
-,2371,0.254371,-0.22846,0.041634,0.92
-,2372,0.254484,-0.240822,0.041449,0.99
-,2373,0.254465,-0.25307,0.04137,0.9
-,2374,0.254605,-0.265786,0.041087,0.8
-,2375,0.254543,-0.278423,0.041054,0.9
-,2376,0.254558,-0.291179,0.041,0.9
-,2377,0.254626,-0.303902,0.040867,0.92
-,2378,0.25447,-0.316945,0.040804,1.07
-,2379,0.254427,-0.330103,0.040506,1.2
-,2380,0.254603,-0.342983,0.040429,1.08
-,2381,0.254488,-0.356123,0.040419,1.19
-,2382,0.254577,-0.369333,0.040187,0.97
-,2383,0.254531,-0.382634,0.039997,0.76
-,2384,0.254625,-0.395924,0.039999,0.83
-,2385,0.254821,-0.408843,0.040076,0.88
-,2386,0.254413,-0.421134,0.03963,0.91
-,2387,-1,,,
-,2388,0.25357,-0.442696,0.037495,0.76
-,2389,0.253,-0.450056,0.035574,0.98
-,2390,0.252402,-0.456342,0.033967,0.87
-,2391,0.251464,-0.461515,0.032305,0.92
-,2392,0.250531,-0.465997,0.029122,1.11
-,2393,0.250351,-0.470091,0.025365,0.95
-,2394,0.250349,-0.474829,0.02021,0.92
-,2395,0.25281,-0.473217,0.021843,0.94
-,2396,0.25525,-0.460736,0.029855,0.84
-,2397,0.258092,-0.444289,0.03742,1.05
-,2398,0.261773,-0.42573,0.044398,0.8
-,2399,0.265459,-0.405339,0.050876,0.87
-,2400,0.268978,-0.384196,0.057578,0.9
-,2401,0.272193,-0.363095,0.06377,0.81
-,2402,0.275346,-0.342984,0.068897,0.64
-,2403,0.27831,-0.323974,0.072571,0.77
-,2404,0.280608,-0.305822,0.074934,0.66
-,2405,0.281892,-0.287848,0.076431,0.67
-,2406,0.282654,-0.269228,0.076946,0.5
-,2407,0.281696,-0.249642,0.077701,0.77
-,2408,0.279233,-0.228681,0.078433,1.02
-,2409,0.276012,-0.208041,0.078628,0.86
-,2410,0.271882,-0.187044,0.07869,0.85
-,2411,0.267254,-0.166393,0.078508,0.57
-,2412,0.262436,-0.145647,0.076674,0.73
-,2413,0.257596,-0.124202,0.076068,0.77
-,2414,0.253098,-0.102868,0.075727,0.73
-,2415,0.249055,-0.081039,0.075963,0.93
-,2416,0.246612,-0.059096,0.075884,0.72
-,2417,0.244406,-0.037216,0.076396,0.77
-,2418,0.242985,-0.015101,0.077314,0.86
-,2419,0.242061,0.006599,0.078425,0.81
-,2420,0.241494,0.028573,0.080025,0.86
-,2421,0.240906,0.050102,0.081799,0.84
-,2422,0.240156,0.071138,0.083528,0.7
-,2423,0.239268,0.09242,0.086208,0.97
-,2424,0.238002,0.113165,0.08922,1.05
-,2425,0.236375,0.133361,0.092915,0.82
-,2426,0.235071,0.152785,0.097647,0.85
-,2427,0.233761,0.17113,0.103253,0.89
-,2428,0.232881,0.188139,0.109812,0.93
-,2429,0.231685,0.203441,0.116653,0.9
-,2430,0.230213,0.216581,0.123812,0.75
-,2431,0.228929,0.228655,0.131041,0.86
-,2432,0.227635,0.238644,0.13705,0.62
-,2433,0.226808,0.247354,0.142519,0.73
-,2434,0.225312,0.254034,0.146703,0.79
-,2435,0.223579,0.25896,0.149836,0.75
-,2436,0.221917,0.261901,0.151508,0.74
-,2437,0.22127,0.262266,0.151665,0.74
-,2438,0.222101,0.260573,0.150134,0.71
-,2439,0.224876,0.256657,0.146218,0.92
-,2440,0.231654,0.250924,0.13719,0.84
-,2441,0.239563,0.244811,0.125338,0.87
-,2442,0.246154,0.240921,0.111872,0.77
-,2443,0.24955,0.237858,0.097415,0.81
-,2444,0.249097,0.233304,0.081966,0.81
-,2445,0.249207,0.228189,0.067334,1.03
-,2446,0.251207,0.220395,0.061028,0.86
-,2447,0.252113,0.210105,0.060182,0.9
-,2448,0.251972,0.201276,0.055606,0.73
-,2449,0.252952,0.190989,0.053942,0.92
-,2450,0.252765,0.180952,0.052225,1.23
-,2451,0.252822,0.170551,0.050924,0.83
-,2452,0.252918,0.160177,0.050085,0.81
-,2453,0.253358,0.15,0.049469,1
-,2454,0.253316,0.139573,0.048933,0.91
-,2455,0.25376,0.129268,0.048232,0.91
-,2456,0.253329,0.118426,0.047839,0.77
-,2457,0.253528,0.10769,0.047384,0.99
-,2458,0.253741,0.096929,0.046829,0.97
-,2459,0.253731,0.085907,0.046576,0.91
-,2460,0.253697,0.074842,0.046092,0.98
-,2461,0.253845,0.063836,0.045427,0.92
-,2462,0.253851,0.052833,0.044877,0.9
-,2463,0.253759,0.041881,0.044588,0.91
-,2464,0.253676,0.030808,0.044574,0.95
-,2465,0.253523,0.020193,0.044421,0.97
-,2466,0.253543,0.009431,0.044396,0.91
-,2467,0.253561,-0.001508,0.044077,0.75
-,2468,0.253555,-0.011996,0.044081,0.9
-,2469,0.253833,-0.022825,0.043802,0.84
-,2470,0.253911,-0.033584,0.043721,0.8
-,2471,0.253926,-0.044522,0.04365,0.77
-,2472,0.254037,-0.055629,0.043474,0.92
-,2473,0.253729,-0.067183,0.043297,0.75
-,2474,0.253923,-0.078266,0.043356,0.83
-,2475,0.253939,-0.089614,0.043311,0.81
-,2476,0.253973,-0.10092,0.043121,0.74
-,2477,0.2541,-0.112128,0.043026,0.94
-,2478,0.253803,-0.123626,0.043148,1.17
-,2479,0.253636,-0.134975,0.043128,0.96
-,2480,0.254008,-0.146634,0.042797,0.91
-,2481,0.253932,-0.158211,0.042503,0.84
-,2482,0.253977,-0.169809,0.042432,0.8
-,2483,0.254027,-0.181477,0.042235,0.75
-,2484,0.253995,-0.19303,0.042219,0.89
-,2485,0.254042,-0.204824,0.042011,1.12
-,2486,0.253969,-0.216741,0.041835,0.89
-,2487,0.254002,-0.229004,0.041537,0.88
-,2488,0.254029,-0.241051,0.041527,0.88
-,2489,0.253926,-0.253291,0.041469,0.88
-,2490,0.253864,-0.265768,0.041154,1.03
-,2491,0.254185,-0.27837,0.040999,0.92
-,2492,0.254262,-0.290954,0.04095,0.95
-,2493,0.254376,-0.303594,0.040782,0.94
-,2494,0.254266,-0.31646,0.040717,1.11
-,2495,0.254435,-0.329937,0.040368,0.82
-,2496,0.254489,-0.342702,0.040353,0.87
-,2497,0.254512,-0.355845,0.040268,0.96
-,2498,0.254452,-0.369159,0.04014,1.03
-,2499,0.254302,-0.382415,0.040189,0.94
-,2500,0.254081,-0.39614,0.040318,0.85
-,2501,0.253817,-0.409693,0.040629,0.71
-,2502,0.252526,-0.421983,0.04057,1.05
-,2503,-1,,,
